Unnamed: 0;TempMax_Deg;TempMin_Deg;Wind_kmh;Wet_percent;Visibility_km;CloudCoverage_percent;Dayduration_hour;region;day
alsace_2018/11/18;6.0;3.0;14;60;10.0;2.0;9:4:0;alsace;2018/11/18
aquitaine_2018/11/18;14.0;11.0;23;59;10.0;13.0;9:28:0;aquitaine;2018/11/18
ardeche_2018/11/18;8.0;2.0;7;84;10.0;1.0;9:28:0;ardeche;2018/11/18
auvergne_2018/11/18;8.0;0.0;8;80;9.0;3.0;9:22:0;auvergne;2018/11/18
bourgogne_2018/11/18;5.0;2.0;12;70;10.0;0.0;9:13:0;bourgogne;2018/11/18
bretagne_2018/11/18;8.0;4.0;22;74;10.0;1.0;9:8:0;bretagne;2018/11/18
centre_2018/11/18;7.0;3.0;19;70;10.0;0.0;9:9:0;centre;2018/11/18
champagne-ardenne_2018/11/18;8.0;4.0;24;59;10.0;1.0;9:0:0;champagne-ardenne;2018/11/18
corse_2018/11/18;13.0;11.0;18;64;10.0;19.0;9:44:0;corse;2018/11/18
franche-comte_2018/11/18;6.0;3.0;9;66;10.0;1.0;9:14:0;franche-comte;2018/11/18
ile-de-re_2018/11/18;12.0;9.0;32;71;10.0;9.0;9:21:0;ile-de-re;2018/11/18
ile-de-france_2018/11/18;8.0;4.0;19;65;10.0;0.0;9:3:0;ile-de-france;2018/11/18
languedoc-roussillon_2018/11/18;13.0;10.0;26;65;10.0;12.0;9:35:0;languedoc-roussillon;2018/11/18
limousin_2018/11/18;12.0;5.0;10;78;10.0;11.0;9:22:0;limousin;2018/11/18
lorraine_2018/11/18;6.0;3.0;25;62;10.0;3.0;9:1:0;lorraine;2018/11/18
midi-pyrenees_2018/11/18;13.0;10.0;41;75;10.0;34.0;9:35:0;midi-pyrenees;2018/11/18
nord-pas-de-calais_2018/11/18;7.0;3.0;19;64;10.0;4.0;8:53:0;nord-pas-de-calais;2018/11/18
normandie_2018/11/18;8.0;4.0;26;72;10.0;0.0;9:1:0;normandie;2018/11/18
pays-de-la-loire_2018/11/18;9.0;5.0;27;77;10.0;1.0;9:14:0;pays-de-la-loire;2018/11/18
picardie_2018/11/18;7.0;2.0;23;66;10.0;1.0;8:56:0;picardie;2018/11/18
poitou-charentes_2018/11/18;12.0;9.0;30;71;10.0;9.0;9:21:0;poitou-charentes;2018/11/18
rh-ne-alpes_2018/11/18;6.0;1.0;7;86;6.75;21.0;9:23:0;rh-ne-alpes;2018/11/18
provence-alpes-c-te-d-azur_2018/11/18;14.0;12.0;29;46;10.0;5.0;9:36:0;provence-alpes-c-te-d-azur;2018/11/18
alsace_2018/11/19;4.0;2.0;19;65;9.375;61.0;9:2:0;alsace;2018/11/19
aquitaine_2018/11/19;10.0;6.0;13;66;10.0;2.0;9:26:0;aquitaine;2018/11/19
ardeche_2018/11/19;5.0;0.0;11;77;9.375;31.0;9:26:0;ardeche;2018/11/19
auvergne_2018/11/19;2.0;-1.0;12;81;7.75;53.0;9:20:0;auvergne;2018/11/19
bourgogne_2018/11/19;4.0;1.0;23;60;10.0;40.0;9:10:0;bourgogne;2018/11/19
bretagne_2018/11/19;6.0;2.0;24;77;10.0;11.0;9:6:0;bretagne;2018/11/19
centre_2018/11/19;5.0;1.0;24;62;9.625;30.0;9:7:0;centre;2018/11/19
champagne-ardenne_2018/11/19;6.0;4.0;26;73;10.0;50.0;8:58:0;champagne-ardenne;2018/11/19
corse_2018/11/19;11.0;9.0;13;72;8.625;69.0;9:41:0;corse;2018/11/19
franche-comte_2018/11/19;4.0;1.0;18;62;9.375;55.0;9:11:0;franche-comte;2018/11/19
ile-de-re_2018/11/19;7.0;4.0;33;69;10.0;4.0;9:18:0;ile-de-re;2018/11/19
ile-de-france_2018/11/19;6.0;2.0;22;73;9.625;42.0;9:1:0;ile-de-france;2018/11/19
languedoc-roussillon_2018/11/19;9.0;7.0;23;72;9.0;49.0;9:33:0;languedoc-roussillon;2018/11/19
limousin_2018/11/19;6.0;1.0;14;72;10.0;3.0;9:20:0;limousin;2018/11/19
lorraine_2018/11/19;4.0;3.0;26;76;9.625;62.0;8:59:0;lorraine;2018/11/19
midi-pyrenees_2018/11/19;12.0;8.0;9;72;10.0;34.0;9:33:0;midi-pyrenees;2018/11/19
nord-pas-de-calais_2018/11/19;5.0;3.0;27;84;10.0;46.0;8:50:0;nord-pas-de-calais;2018/11/19
normandie_2018/11/19;5.0;3.0;32;75;10.0;29.0;8:59:0;normandie;2018/11/19
pays-de-la-loire_2018/11/19;6.0;3.0;26;67;10.0;6.0;9:11:0;pays-de-la-loire;2018/11/19
picardie_2018/11/19;5.0;2.0;28;83;10.0;39.0;8:52:0;picardie;2018/11/19
poitou-charentes_2018/11/19;7.0;4.0;32;69;10.0;4.0;9:18:0;poitou-charentes;2018/11/19
rh-ne-alpes_2018/11/19;3.0;0.0;8;84;7.0;65.0;9:20:0;rh-ne-alpes;2018/11/19
provence-alpes-c-te-d-azur_2018/11/19;12.0;10.0;20;59;9.75;16.0;9:34:0;provence-alpes-c-te-d-azur;2018/11/19
alsace_2018/11/20;3.0;2.0;9;71;10.0;47.0;8:59:0;alsace;2018/11/20
aquitaine_2018/11/20;6.0;2.0;8;79;10.0;16.0;9:24:0;aquitaine;2018/11/20
ardeche_2018/11/20;5.0;3.0;6;96;7.75;86.0;9:24:0;ardeche;2018/11/20
auvergne_2018/11/20;5.0;0.0;18;80;9.0;52.0;9:18:0;auvergne;2018/11/20
bourgogne_2018/11/20;3.0;0.0;8;90;7.0;85.0;9:8:0;bourgogne;2018/11/20
bretagne_2018/11/20;5.0;1.0;12;83;9.0;52.0;9:4:0;bretagne;2018/11/20
centre_2018/11/20;3.0;1.0;9;83;9.375;82.0;9:5:0;centre;2018/11/20
champagne-ardenne_2018/11/20;3.0;2.0;24;84;7.0;96.0;8:55:0;champagne-ardenne;2018/11/20
corse_2018/11/20;11.0;9.0;9;83;9.25;62.0;9:39:0;corse;2018/11/20
franche-comte_2018/11/20;6.0;3.0;12;73;8.0;72.0;9:9:0;franche-comte;2018/11/20
ile-de-re_2018/11/20;5.0;2.0;13;86;10.0;40.0;9:16:0;ile-de-re;2018/11/20
ile-de-france_2018/11/20;4.0;2.0;17;84;9.0;86.0;8:58:0;ile-de-france;2018/11/20
languedoc-roussillon_2018/11/20;12.0;7.0;17;85;8.5;95.0;9:31:0;languedoc-roussillon;2018/11/20
limousin_2018/11/20;4.0;-2.0;4;90;7.75;26.0;9:17:0;limousin;2018/11/20
lorraine_2018/11/20;3.0;2.0;26;71;9.875;58.0;8:56:0;lorraine;2018/11/20
midi-pyrenees_2018/11/20;8.0;5.0;9;80;9.875;41.0;9:31:0;midi-pyrenees;2018/11/20
nord-pas-de-calais_2018/11/20;4.0;2.0;26;72;8.375;90.0;8:48:0;nord-pas-de-calais;2018/11/20
normandie_2018/11/20;4.0;3.0;25;80;8.625;85.0;8:56:0;normandie;2018/11/20
pays-de-la-loire_2018/11/20;5.0;1.0;10;86;10.0;46.0;9:9:0;pays-de-la-loire;2018/11/20
picardie_2018/11/20;3.0;1.0;27;94;9.0;96.0;8:50:0;picardie;2018/11/20
poitou-charentes_2018/11/20;5.0;2.0;13;86;10.0;40.0;9:16:0;poitou-charentes;2018/11/20
rh-ne-alpes_2018/11/20;6.0;2.0;18;92;8.625;64.0;9:18:0;rh-ne-alpes;2018/11/20
provence-alpes-c-te-d-azur_2018/11/20;13.0;10.0;24;71;9.5;65.0;9:32:0;provence-alpes-c-te-d-azur;2018/11/20
alsace_2018/11/21;5.0;3.0;8;68;10.0;26.0;8:57:0;alsace;2018/11/21
aquitaine_2018/11/21;8.0;3.0;12;62;10.0;32.0;9:22:0;aquitaine;2018/11/21
ardeche_2018/11/21;9.0;5.0;5;94;7.375;75.0;9:22:0;ardeche;2018/11/21
auvergne_2018/11/21;9.0;2.0;6;90;9.0;41.0;9:15:0;auvergne;2018/11/21
bourgogne_2018/11/21;5.0;2.0;8;86;8.875;50.0;9:5:0;bourgogne;2018/11/21
bretagne_2018/11/21;6.0;1.0;19;84;10.0;25.0;9:1:0;bretagne;2018/11/21
centre_2018/11/21;5.0;1.0;10;71;10.0;10.0;9:2:0;centre;2018/11/21
champagne-ardenne_2018/11/21;5.0;2.0;7;79;10.0;25.0;8:53:0;champagne-ardenne;2018/11/21
corse_2018/11/21;13.0;12.0;13;87;8.5;48.0;9:38:0;corse;2018/11/21
franche-comte_2018/11/21;5.0;3.0;4;90;8.875;77.0;9:6:0;franche-comte;2018/11/21
ile-de-re_2018/11/21;8.0;3.0;21;69;10.0;18.0;9:14:0;ile-de-re;2018/11/21
ile-de-france_2018/11/21;5.0;1.0;7;76;10.0;14.0;8:56:0;ile-de-france;2018/11/21
languedoc-roussillon_2018/11/21;12.0;10.0;18;89;10.0;77.0;9:28:0;languedoc-roussillon;2018/11/21
limousin_2018/11/21;8.0;2.0;5;77;9.0;21.0;9:15:0;limousin;2018/11/21
lorraine_2018/11/21;3.0;1.0;10;82;9.375;60.0;8:54:0;lorraine;2018/11/21
midi-pyrenees_2018/11/21;13.0;5.0;9;76;10.0;30.0;9:28:0;midi-pyrenees;2018/11/21
nord-pas-de-calais_2018/11/21;4.0;1.0;11;79;10.0;22.0;8:45:0;nord-pas-de-calais;2018/11/21
normandie_2018/11/21;6.0;2.0;26;78;10.0;22.0;8:54:0;normandie;2018/11/21
pays-de-la-loire_2018/11/21;7.0;2.0;18;71;10.0;23.0;9:7:0;pays-de-la-loire;2018/11/21
picardie_2018/11/21;4.0;0.0;12;90;9.0;16.0;8:47:0;picardie;2018/11/21
poitou-charentes_2018/11/21;8.0;3.0;21;69;10.0;18.0;9:14:0;poitou-charentes;2018/11/21
rh-ne-alpes_2018/11/21;7.0;4.0;9;93;7.125;62.0;9:16:0;rh-ne-alpes;2018/11/21
provence-alpes-c-te-d-azur_2018/11/21;13.0;12.0;26;77;9.375;82.0;9:30:0;provence-alpes-c-te-d-azur;2018/11/21
alsace_2018/11/22;6.0;3.0;4;67;10.0;27.0;8:54:0;alsace;2018/11/22
aquitaine_2018/11/22;15.0;9.0;12;74;10.0;20.0;9:20:0;aquitaine;2018/11/22
ardeche_2018/11/22;10.0;8.0;4;91;9.875;64.0;9:20:0;ardeche;2018/11/22
auvergne_2018/11/22;11.0;4.0;8;89;10.0;14.0;9:13:0;auvergne;2018/11/22
bourgogne_2018/11/22;6.0;3.0;5;85;8.875;25.0;9:4:0;bourgogne;2018/11/22
bretagne_2018/11/22;8.0;3.0;18;95;9.875;36.0;8:59:0;bretagne;2018/11/22
centre_2018/11/22;7.0;3.0;11;85;8.75;39.0;9:0:0;centre;2018/11/22
champagne-ardenne_2018/11/22;5.0;1.0;12;80;10.0;31.0;8:50:0;champagne-ardenne;2018/11/22
corse_2018/11/22;14.0;13.0;6;67;10.0;23.0;9:36:0;corse;2018/11/22
franche-comte_2018/11/22;8.0;4.0;3;82;10.0;20.0;9:4:0;franche-comte;2018/11/22
ile-de-re_2018/11/22;13.0;10.0;25;82;9.625;50.0;9:11:0;ile-de-re;2018/11/22
ile-de-france_2018/11/22;6.0;2.0;10;84;9.875;44.0;8:53:0;ile-de-france;2018/11/22
languedoc-roussillon_2018/11/22;14.0;12.0;17;84;10.0;67.0;9:27:0;languedoc-roussillon;2018/11/22
limousin_2018/11/22;11.0;5.0;12;95;4.875;28.0;9:14:0;limousin;2018/11/22
lorraine_2018/11/22;4.0;1.0;8;79;9.0;15.0;8:51:0;lorraine;2018/11/22
midi-pyrenees_2018/11/22;14.0;9.0;15;89;10.0;14.0;9:27:0;midi-pyrenees;2018/11/22
nord-pas-de-calais_2018/11/22;4.0;1.0;10;85;10.0;34.0;8:43:0;nord-pas-de-calais;2018/11/22
normandie_2018/11/22;7.0;3.0;21;81;9.875;47.0;8:51:0;normandie;2018/11/22
pays-de-la-loire_2018/11/22;12.0;5.0;16;90;9.625;45.0;9:4:0;pays-de-la-loire;2018/11/22
picardie_2018/11/22;4.0;0.0;12;93;7.0;46.0;8:45:0;picardie;2018/11/22
poitou-charentes_2018/11/22;13.0;10.0;25;81;9.625;50.0;9:11:0;poitou-charentes;2018/11/22
rh-ne-alpes_2018/11/22;9.0;5.0;7;90;10.0;16.0;9:13:0;rh-ne-alpes;2018/11/22
provence-alpes-c-te-d-azur_2018/11/22;16.0;14.0;17;74;10.0;48.0;9:28:0;provence-alpes-c-te-d-azur;2018/11/22
alsace_2018/11/23;7.0;5.0;5;73;10.0;40.0;8:52:0;alsace;2018/11/23
aquitaine_2018/11/23;11.0;9.0;13;86;9.75;59.0;9:17:0;aquitaine;2018/11/23
ardeche_2018/11/23;9.0;8.0;13;98;7.75;91.0;9:18:0;ardeche;2018/11/23
auvergne_2018/11/23;9.0;5.0;8;99;7.125;62.0;9:12:0;auvergne;2018/11/23
bourgogne_2018/11/23;7.0;4.0;4;87;7.375;61.0;9:2:0;bourgogne;2018/11/23
bretagne_2018/11/23;8.0;6.0;18;98;7.0;61.0;8:56:0;bretagne;2018/11/23
centre_2018/11/23;9.0;6.0;12;81;9.0;43.0;8:57:0;centre;2018/11/23
champagne-ardenne_2018/11/23;7.0;3.0;14;84;9.875;30.0;8:48:0;champagne-ardenne;2018/11/23
corse_2018/11/23;16.0;15.0;11;68;9.875;73.0;9:34:0;corse;2018/11/23
franche-comte_2018/11/23;9.0;6.0;9;73;8.5;61.0;9:2:0;franche-comte;2018/11/23
ile-de-re_2018/11/23;11.0;9.0;22;92;9.625;71.0;9:9:0;ile-de-re;2018/11/23
ile-de-france_2018/11/23;8.0;5.0;10;84;10.0;37.0;8:51:0;ile-de-france;2018/11/23
languedoc-roussillon_2018/11/23;15.0;14.0;36;92;9.625;70.0;9:25:0;languedoc-roussillon;2018/11/23
limousin_2018/11/23;11.0;6.0;9;97;6.75;73.0;9:11:0;limousin;2018/11/23
lorraine_2018/11/23;7.0;3.0;13;83;10.0;48.0;8:49:0;lorraine;2018/11/23
midi-pyrenees_2018/11/23;11.0;7.0;14;83;9.375;61.0;9:25:0;midi-pyrenees;2018/11/23
nord-pas-de-calais_2018/11/23;7.0;3.0;12;86;10.0;18.0;8:40:0;nord-pas-de-calais;2018/11/23
normandie_2018/11/23;10.0;6.0;21;86;9.875;45.0;8:49:0;normandie;2018/11/23
pays-de-la-loire_2018/11/23;9.0;8.0;18;97;8.5;76.0;9:3:0;pays-de-la-loire;2018/11/23
picardie_2018/11/23;7.0;3.0;12;93;10.0;31.0;8:42:0;picardie;2018/11/23
poitou-charentes_2018/11/23;11.0;9.0;22;92;9.625;71.0;9:10:0;poitou-charentes;2018/11/23
rh-ne-alpes_2018/11/23;6.0;5.0;9;96;8.0;64.0;9:12:0;rh-ne-alpes;2018/11/23
provence-alpes-c-te-d-azur_2018/11/23;15.0;13.0;35;81;8.875;82.0;9:26:0;provence-alpes-c-te-d-azur;2018/11/23
alsace_2018/11/24;10.0;7.0;14;81;9.0;49.0;8:49:0;alsace;2018/11/24
aquitaine_2018/11/24;13.0;9.0;12;83;9.875;53.0;9:16:0;aquitaine;2018/11/24
ardeche_2018/11/24;11.0;6.0;4;80;10.0;19.0;9:16:0;ardeche;2018/11/24
auvergne_2018/11/24;9.0;3.0;12;88;8.0;33.0;9:10:0;auvergne;2018/11/24
bourgogne_2018/11/24;10.0;6.0;15;88;7.75;45.0;8:59:0;bourgogne;2018/11/24
bretagne_2018/11/24;10.0;6.0;12;92;7.0;38.0;8:54:0;bretagne;2018/11/24
centre_2018/11/24;9.0;7.0;18;89;9.0;93.0;8:55:0;centre;2018/11/24
champagne-ardenne_2018/11/24;8.0;7.0;19;90;6.625;87.0;8:45:0;champagne-ardenne;2018/11/24
corse_2018/11/24;14.0;12.0;8;83;9.0;71.0;9:32:0;corse;2018/11/24
franche-comte_2018/11/24;9.0;6.0;12;91;9.0;42.0;8:59:0;franche-comte;2018/11/24
ile-de-re_2018/11/24;12.0;11.0;15;86;9.625;60.0;9:8:0;ile-de-re;2018/11/24
ile-de-france_2018/11/24;8.0;7.0;16;87;7.75;89.0;8:48:0;ile-de-france;2018/11/24
languedoc-roussillon_2018/11/24;13.0;10.0;9;69;10.0;34.0;9:23:0;languedoc-roussillon;2018/11/24
limousin_2018/11/24;9.0;6.0;11;93;6.75;78.0;9:9:0;limousin;2018/11/24
lorraine_2018/11/24;8.0;7.0;19;89;8.875;93.0;8:46:0;lorraine;2018/11/24
midi-pyrenees_2018/11/24;13.0;8.0;9;70;10.0;19.0;9:23:0;midi-pyrenees;2018/11/24
nord-pas-de-calais_2018/11/24;7.0;5.0;9;95;8.75;92.0;8:38:0;nord-pas-de-calais;2018/11/24
normandie_2018/11/24;9.0;6.0;19;94;9.25;66.0;8:46:0;normandie;2018/11/24
pays-de-la-loire_2018/11/24;12.0;9.0;18;86;9.875;42.0;9:0:0;pays-de-la-loire;2018/11/24
picardie_2018/11/24;7.0;5.0;14;94;5.25;88.0;8:41:0;picardie;2018/11/24
poitou-charentes_2018/11/24;12.0;11.0;15;85;9.625;60.0;9:8:0;poitou-charentes;2018/11/24
rh-ne-alpes_2018/11/24;10.0;6.0;6;83;8.0;29.0;9:10:0;rh-ne-alpes;2018/11/24
provence-alpes-c-te-d-azur_2018/11/24;14.0;12.0;11;81;10.0;17.0;9:24:0;provence-alpes-c-te-d-azur;2018/11/24
alsace_2018/11/25;8.0;5.0;7;78;10.0;40.0;8:48:0;alsace;2018/11/25
aquitaine_2018/11/25;12.0;10.0;24;76;9.875;62.0;9:14:0;aquitaine;2018/11/25
ardeche_2018/11/25;6.0;4.0;6;95;9.0;43.0;9:15:0;ardeche;2018/11/25
auvergne_2018/11/25;7.0;3.0;18;91;8.875;60.0;9:7:0;auvergne;2018/11/25
bourgogne_2018/11/25;7.0;5.0;11;92;7.875;78.0;8:57:0;bourgogne;2018/11/25
bretagne_2018/11/25;9.0;6.0;21;94;7.25;84.0;8:51:0;bretagne;2018/11/25
centre_2018/11/25;7.0;6.0;17;89;9.625;100.0;8:54:0;centre;2018/11/25
champagne-ardenne_2018/11/25;7.0;6.0;14;93;4.5;92.0;8:43:0;champagne-ardenne;2018/11/25
corse_2018/11/25;12.0;11.0;17;84;9.0;65.0;9:30:0;corse;2018/11/25
franche-comte_2018/11/25;9.0;6.0;5;86;8.875;62.0;8:57:0;franche-comte;2018/11/25
ile-de-re_2018/11/25;10.0;8.0;37;86;9.5;81.0;9:5:0;ile-de-re;2018/11/25
ile-de-france_2018/11/25;8.0;7.0;16;91;5.875;93.0;8:46:0;ile-de-france;2018/11/25
languedoc-roussillon_2018/11/25;12.0;10.0;27;88;10.0;38.0;9:21:0;languedoc-roussillon;2018/11/25
limousin_2018/11/25;7.0;5.0;17;97;7.125;95.0;9:7:0;limousin;2018/11/25
lorraine_2018/11/25;7.0;5.0;13;87;7.0;100.0;8:44:0;lorraine;2018/11/25
midi-pyrenees_2018/11/25;11.0;8.0;26;89;9.625;57.0;9:21:0;midi-pyrenees;2018/11/25
nord-pas-de-calais_2018/11/25;6.0;5.0;18;93;7.375;81.0;8:35:0;nord-pas-de-calais;2018/11/25
normandie_2018/11/25;8.0;7.0;25;92;9.875;96.0;8:44:0;normandie;2018/11/25
pays-de-la-loire_2018/11/25;8.0;7.0;24;92;7.0;82.0;8:58:0;pays-de-la-loire;2018/11/25
picardie_2018/11/25;6.0;3.0;21;94;7.0;89.0;8:38:0;picardie;2018/11/25
poitou-charentes_2018/11/25;10.0;9.0;37;84;9.5;81.0;9:5:0;poitou-charentes;2018/11/25
rh-ne-alpes_2018/11/25;6.0;4.0;10;94;9.625;57.0;9:7:0;rh-ne-alpes;2018/11/25
provence-alpes-c-te-d-azur_2018/11/25;14.0;12.0;26;78;9.875;20.0;9:23:0;provence-alpes-c-te-d-azur;2018/11/25
alsace_2018/11/26;5.0;4.0;13;87;7.875;86.0;8:46:0;alsace;2018/11/26
aquitaine_2018/11/26;11.0;8.0;14;86;10.0;56.0;9:12:0;aquitaine;2018/11/26
ardeche_2018/11/26;7.0;5.0;20;86;8.75;54.0;9:12:0;ardeche;2018/11/26
auvergne_2018/11/26;4.0;3.0;14;94;5.0;98.0;9:6:0;auvergne;2018/11/26
bourgogne_2018/11/26;6.0;5.0;14;91;6.0;84.0;8:55:0;bourgogne;2018/11/26
bretagne_2018/11/26;9.0;5.0;13;93;7.0;63.0;8:50:0;bretagne;2018/11/26
centre_2018/11/26;7.0;6.0;13;90;9.0;95.0;8:51:0;centre;2018/11/26
champagne-ardenne_2018/11/26;7.0;5.0;9;91;5.0;99.0;8:41:0;champagne-ardenne;2018/11/26
corse_2018/11/26;12.0;10.0;15;72;9.0;62.0;9:29:0;corse;2018/11/26
franche-comte_2018/11/26;5.0;4.0;10;91;6.75;100.0;8:56:0;franche-comte;2018/11/26
ile-de-re_2018/11/26;10.0;8.0;18;89;10.0;40.0;9:3:0;ile-de-re;2018/11/26
ile-de-france_2018/11/26;7.0;5.0;12;89;10.0;100.0;8:44:0;ile-de-france;2018/11/26
languedoc-roussillon_2018/11/26;12.0;9.0;34;71;10.0;19.0;9:19:0;languedoc-roussillon;2018/11/26
limousin_2018/11/26;6.0;5.0;10;97;2.0;99.0;9:6:0;limousin;2018/11/26
lorraine_2018/11/26;5.0;4.0;15;87;10.0;99.0;8:42:0;lorraine;2018/11/26
midi-pyrenees_2018/11/26;9.0;7.0;24;88;9.0;77.0;9:19:0;midi-pyrenees;2018/11/26
nord-pas-de-calais_2018/11/26;6.0;4.0;10;94;5.0;100.0;8:33:0;nord-pas-de-calais;2018/11/26
normandie_2018/11/26;9.0;7.0;18;84;10.0;80.0;8:41:0;normandie;2018/11/26
pays-de-la-loire_2018/11/26;9.0;5.0;13;94;7.0;47.0;8:56:0;pays-de-la-loire;2018/11/26
picardie_2018/11/26;6.0;4.0;10;95;5.0;99.0;8:36:0;picardie;2018/11/26
poitou-charentes_2018/11/26;10.0;8.0;18;89;10.0;40.0;9:3:0;poitou-charentes;2018/11/26
rh-ne-alpes_2018/11/26;5.0;4.0;18;92;8.75;91.0;9:6:0;rh-ne-alpes;2018/11/26
provence-alpes-c-te-d-azur_2018/11/26;11.0;9.0;41;68;10.0;21.0;9:21:0;provence-alpes-c-te-d-azur;2018/11/26
alsace_2018/11/27;5.0;4.0;5;87;8.0;93.0;8:43:0;alsace;2018/11/27
aquitaine_2018/11/27;13.0;8.0;12;84;10.0;29.0;9:10:0;aquitaine;2018/11/27
ardeche_2018/11/27;7.0;3.0;23;83;10.0;24.0;9:10:0;ardeche;2018/11/27
auvergne_2018/11/27;4.0;1.0;12;92;8.0;66.0;9:4:0;auvergne;2018/11/27
bourgogne_2018/11/27;7.0;5.0;6;91;7.0;86.0;8:53:0;bourgogne;2018/11/27
bretagne_2018/11/27;12.0;8.0;32;94;9.625;84.0;8:48:0;bretagne;2018/11/27
centre_2018/11/27;7.0;4.0;12;89;5.625;63.0;8:49:0;centre;2018/11/27
champagne-ardenne_2018/11/27;7.0;4.0;10;90;6.75;80.0;8:39:0;champagne-ardenne;2018/11/27
corse_2018/11/27;11.0;10.0;15;75;10.0;15.0;9:27:0;corse;2018/11/27
franche-comte_2018/11/27;5.0;3.0;4;94;6.625;79.0;8:53:0;franche-comte;2018/11/27
ile-de-re_2018/11/27;12.0;10.0;25;88;9.0;75.0;9:2:0;ile-de-re;2018/11/27
ile-de-france_2018/11/27;8.0;5.0;16;90;10.0;84.0;8:42:0;ile-de-france;2018/11/27
languedoc-roussillon_2018/11/27;13.0;10.0;31;61;10.0;5.0;9:18:0;languedoc-roussillon;2018/11/27
limousin_2018/11/27;7.0;4.0;7;98;3.0;93.0;9:3:0;limousin;2018/11/27
lorraine_2018/11/27;5.0;4.0;3;89;9.0;91.0;8:39:0;lorraine;2018/11/27
midi-pyrenees_2018/11/27;11.0;7.0;13;76;10.0;30.0;9:18:0;midi-pyrenees;2018/11/27
nord-pas-de-calais_2018/11/27;7.0;4.0;16;93;6.875;81.0;8:30:0;nord-pas-de-calais;2018/11/27
normandie_2018/11/27;11.0;6.0;32;90;9.375;72.0;8:40:0;normandie;2018/11/27
pays-de-la-loire_2018/11/27;12.0;10.0;26;90;9.625;84.0;8:54:0;pays-de-la-loire;2018/11/27
picardie_2018/11/27;8.0;4.0;29;94;7.0;79.0;8:33:0;picardie;2018/11/27
poitou-charentes_2018/11/27;12.0;10.0;25;83;9.0;75.0;9:2:0;poitou-charentes;2018/11/27
rh-ne-alpes_2018/11/27;6.0;2.0;17;93;7.875;71.0;9:4:0;rh-ne-alpes;2018/11/27
provence-alpes-c-te-d-azur_2018/11/27;11.0;10.0;51;60;10.0;3.0;9:20:0;provence-alpes-c-te-d-azur;2018/11/27
alsace_2018/11/28;6.0;4.0;8;77;10.0;60.0;8:41:0;alsace;2018/11/28
aquitaine_2018/11/28;13.0;10.0;13;62;10.0;47.0;9:8:0;aquitaine;2018/11/28
ardeche_2018/11/28;10.0;5.0;11;87;10.0;22.0;9:9:0;ardeche;2018/11/28
auvergne_2018/11/28;10.0;6.0;6;84;9.0;69.0;9:2:0;auvergne;2018/11/28
bourgogne_2018/11/28;7.0;4.0;13;92;6.875;83.0;8:51:0;bourgogne;2018/11/28
bretagne_2018/11/28;13.0;12.0;33;82;9.875;99.0;8:45:0;bretagne;2018/11/28
centre_2018/11/28;11.0;9.0;18;92;8.625;83.0;8:48:0;centre;2018/11/28
champagne-ardenne_2018/11/28;9.0;6.0;18;95;9.875;90.0;8:37:0;champagne-ardenne;2018/11/28
corse_2018/11/28;13.0;11.0;5;63;10.0;6.0;9:26:0;corse;2018/11/28
franche-comte_2018/11/28;6.0;4.0;8;82;10.0;74.0;8:51:0;franche-comte;2018/11/28
ile-de-re_2018/11/28;12.0;11.0;25;78;9.0;68.0;8:59:0;ile-de-re;2018/11/28
ile-de-france_2018/11/28;11.0;10.0;17;94;9.5;94.0;8:40:0;ile-de-france;2018/11/28
languedoc-roussillon_2018/11/28;13.0;11.0;9;68;10.0;24.0;9:16:0;languedoc-roussillon;2018/11/28
limousin_2018/11/28;11.0;6.0;7;95;6.375;66.0;9:2:0;limousin;2018/11/28
lorraine_2018/11/28;5.0;4.0;15;89;6.0;85.0;8:38:0;lorraine;2018/11/28
midi-pyrenees_2018/11/28;14.0;8.0;10;68;10.0;27.0;9:16:0;midi-pyrenees;2018/11/28
nord-pas-de-calais_2018/11/28;11.0;7.0;26;93;9.625;99.0;8:29:0;nord-pas-de-calais;2018/11/28
normandie_2018/11/28;13.0;12.0;40;86;9.5;78.0;8:38:0;normandie;2018/11/28
pays-de-la-loire_2018/11/28;13.0;12.0;29;81;9.875;86.0;8:52:0;pays-de-la-loire;2018/11/28
picardie_2018/11/28;11.0;9.0;29;95;8.875;93.0;8:31:0;picardie;2018/11/28
poitou-charentes_2018/11/28;12.0;11.0;25;76;9.0;68.0;8:59:0;poitou-charentes;2018/11/28
rh-ne-alpes_2018/11/28;8.0;4.0;3;88;10.0;37.0;9:2:0;rh-ne-alpes;2018/11/28
provence-alpes-c-te-d-azur_2018/11/28;13.0;10.0;20;55;10.0;10.0;9:17:0;provence-alpes-c-te-d-azur;2018/11/28
alsace_2018/11/29;9.0;7.0;7;77;10.0;39.0;8:40:0;alsace;2018/11/29
aquitaine_2018/11/29;15.0;10.0;15;59;8.375;41.0;9:7:0;aquitaine;2018/11/29
ardeche_2018/11/29;11.0;6.0;16;85;10.0;34.0;9:7:0;ardeche;2018/11/29
auvergne_2018/11/29;14.0;7.0;18;80;10.0;53.0;9:0:0;auvergne;2018/11/29
bourgogne_2018/11/29;10.0;6.0;23;76;8.0;70.0;8:50:0;bourgogne;2018/11/29
bretagne_2018/11/29;14.0;10.0;36;87;10.0;69.0;8:44:0;bretagne;2018/11/29
centre_2018/11/29;13.0;10.0;26;73;10.0;71.0;8:45:0;centre;2018/11/29
