Unnamed: 0;TempMax_Deg;TempMin_Deg;Wind_kmh;Wet_percent;Visibility_km;CloudCoverage_percent;Dayduration_hour;region;day
alsace_2018/01/01;9.0;6.0;25;74;8.25;70.0;8:23:0;alsace;2018/01/01
aquitaine_2018/01/01;12.0;10.0;37;76;9.375;59.0;8:52:0;aquitaine;2018/01/01
ardeche_2018/01/01;8.0;5.0;17;89;10.0;51.0;8:53:0;ardeche;2018/01/01
auvergne_2018/01/01;6.0;4.0;39;85;9.625;60.0;8:45:0;auvergne;2018/01/01
bourgogne_2018/01/01;8.0;5.0;38;86;9.625;76.0;8:33:0;bourgogne;2018/01/01
bretagne_2018/01/01;11.0;7.0;47;78;9.75;42.0;8:27:0;bretagne;2018/01/01
centre_2018/01/01;9.0;8.0;35;85;9.0;53.0;8:28:0;centre;2018/01/01
champagne-ardenne_2018/01/01;8.0;6.0;33;86;9.0;68.0;8:17:0;champagne-ardenne;2018/01/01
corse_2018/01/01;11.0;9.0;43;72;8.875;48.0;9:12:0;corse;2018/01/01
franche-comte_2018/01/01;7.0;5.0;33;88;8.5;83.0;8:34:0;franche-comte;2018/01/01
ile-de-re_2018/01/01;12.0;10.0;64;79;9.5;51.0;8:42:0;ile-de-re;2018/01/01
ile-de-france_2018/01/01;9.0;7.0;33;83;9.875;56.0;8:20:0;ile-de-france;2018/01/01
languedoc-roussillon_2018/01/01;12.0;11.0;32;69;10.0;26.0;9:0:0;languedoc-roussillon;2018/01/01
limousin_2018/01/01;8.0;5.0;35;94;7.375;71.0;8:45:0;limousin;2018/01/01
lorraine_2018/01/01;8.0;6.0;38;83;9.5;91.0;8:18:0;lorraine;2018/01/01
midi-pyrenees_2018/01/01;12.0;8.0;32;77;9.75;52.0;9:1:0;midi-pyrenees;2018/01/01
nord-pas-de-calais_2018/01/01;8.0;6.0;31;92;9.625;74.0;8:7:0;nord-pas-de-calais;2018/01/01
normandie_2018/01/01;9.0;7.0;45;90;8.875;63.0;8:18:0;normandie;2018/01/01
pays-de-la-loire_2018/01/01;12.0;10.0;61;79;9.5;42.0;8:34:0;pays-de-la-loire;2018/01/01
picardie_2018/01/01;7.0;6.0;32;90;9.625;65.0;8:11:0;picardie;2018/01/01
poitou-charentes_2018/01/01;12.0;11.0;64;79;9.5;51.0;8:43:0;poitou-charentes;2018/01/01
rh-ne-alpes_2018/01/01;8.0;6.0;28;81;8.5;67.0;8:45:0;rh-ne-alpes;2018/01/01
provence-alpes-c-te-d-azur_2018/01/01;11.0;10.0;36;62;10.0;31.0;9:3:0;provence-alpes-c-te-d-azur;2018/01/01
alsace_2018/01/02;7.0;6.0;21;78;9.875;79.0;8:24:0;alsace;2018/01/02
aquitaine_2018/01/02;14.0;11.0;23;95;7.625;96.0;8:53:0;aquitaine;2018/01/02
ardeche_2018/01/02;6.0;4.0;6;86;9.0;61.0;8:54:0;ardeche;2018/01/02
auvergne_2018/01/02;9.0;4.0;16;90;9.0;76.0;8:46:0;auvergne;2018/01/02
bourgogne_2018/01/02;6.0;5.0;20;89;9.0;87.0;8:34:0;bourgogne;2018/01/02
bretagne_2018/01/02;13.0;8.0;23;96;8.0;83.0;8:28:0;bretagne;2018/01/02
centre_2018/01/02;12.0;5.0;20;93;8.0;78.0;8:29:0;centre;2018/01/02
champagne-ardenne_2018/01/02;9.0;4.0;20;93;9.0;74.0;8:18:0;champagne-ardenne;2018/01/02
corse_2018/01/02;11.0;10.0;22;66;10.0;15.0;9:12:0;corse;2018/01/02
franche-comte_2018/01/02;5.0;4.0;20;93;10.0;98.0;8:35:0;franche-comte;2018/01/02
ile-de-re_2018/01/02;13.0;10.0;30;95;9.875;96.0;8:43:0;ile-de-re;2018/01/02
ile-de-france_2018/01/02;11.0;5.0;22;89;9.875;72.0;8:22:0;ile-de-france;2018/01/02
languedoc-roussillon_2018/01/02;11.0;10.0;15;83;10.0;47.0;9:1:0;languedoc-roussillon;2018/01/02
limousin_2018/01/02;11.0;6.0;14;98;3.875;93.0;8:46:0;limousin;2018/01/02
lorraine_2018/01/02;6.0;5.0;24;88;9.875;100.0;8:19:0;lorraine;2018/01/02
midi-pyrenees_2018/01/02;13.0;8.0;27;91;8.375;91.0;9:2:0;midi-pyrenees;2018/01/02
nord-pas-de-calais_2018/01/02;10.0;4.0;27;88;9.875;71.0;8:8:0;nord-pas-de-calais;2018/01/02
normandie_2018/01/02;12.0;7.0;34;91;9.0;81.0;8:19:0;normandie;2018/01/02
pays-de-la-loire_2018/01/02;13.0;9.0;26;96;9.0;88.0;8:35:0;pays-de-la-loire;2018/01/02
picardie_2018/01/02;10.0;5.0;28;91;9.875;68.0;8:12:0;picardie;2018/01/02
poitou-charentes_2018/01/02;13.0;10.0;29;95;9.875;96.0;8:44:0;poitou-charentes;2018/01/02
rh-ne-alpes_2018/01/02;7.0;4.0;13;85;8.875;89.0;8:46:0;rh-ne-alpes;2018/01/02
provence-alpes-c-te-d-azur_2018/01/02;11.0;9.0;31;59;10.0;18.0;9:3:0;provence-alpes-c-te-d-azur;2018/01/02
alsace_2018/01/03;11.0;8.0;36;81;9.5;74.0;8:25:0;alsace;2018/01/03
aquitaine_2018/01/03;15.0;13.0;30;82;8.875;87.0;8:54:0;aquitaine;2018/01/03
ardeche_2018/01/03;13.0;8.0;18;87;9.875;61.0;8:55:0;ardeche;2018/01/03
auvergne_2018/01/03;12.0;6.0;35;88;8.875;83.0;8:47:0;auvergne;2018/01/03
bourgogne_2018/01/03;12.0;8.0;46;74;8.875;74.0;8:35:0;bourgogne;2018/01/03
bretagne_2018/01/03;14.0;9.0;33;89;10.0;88.0;8:29:0;bretagne;2018/01/03
centre_2018/01/03;15.0;10.0;44;68;9.5;81.0;8:30:0;centre;2018/01/03
champagne-ardenne_2018/01/03;13.0;8.0;40;69;10.0;73.0;8:19:0;champagne-ardenne;2018/01/03
corse_2018/01/03;12.0;11.0;36;90;10.0;50.0;9:13:0;corse;2018/01/03
franche-comte_2018/01/03;11.0;7.0;48;80;8.375;81.0;8:36:0;franche-comte;2018/01/03
ile-de-re_2018/01/03;14.0;11.0;46;92;9.0;98.0;8:44:0;ile-de-re;2018/01/03
ile-de-france_2018/01/03;15.0;9.0;39;68;8.875;90.0;8:23:0;ile-de-france;2018/01/03
languedoc-roussillon_2018/01/03;16.0;14.0;46;75;10.0;43.0;9:2:0;languedoc-roussillon;2018/01/03
limousin_2018/01/03;13.0;8.0;24;94;9.5;100.0;8:47:0;limousin;2018/01/03
lorraine_2018/01/03;12.0;7.0;44;80;9.375;90.0;8:20:0;lorraine;2018/01/03
midi-pyrenees_2018/01/03;15.0;12.0;32;84;9.25;72.0;9:3:0;midi-pyrenees;2018/01/03
nord-pas-de-calais_2018/01/03;13.0;8.0;48;66;9.5;65.0;8:10:0;nord-pas-de-calais;2018/01/03
normandie_2018/01/03;14.0;9.0;47;70;9.875;74.0;8:20:0;normandie;2018/01/03
pays-de-la-loire_2018/01/03;15.0;11.0;40;82;8.5;92.0;8:36:0;pays-de-la-loire;2018/01/03
picardie_2018/01/03;13.0;7.0;45;79;9.875;62.0;8:13:0;picardie;2018/01/03
poitou-charentes_2018/01/03;14.0;12.0;46;85;9.0;98.0;8:45:0;poitou-charentes;2018/01/03
rh-ne-alpes_2018/01/03;12.0;8.0;19;90;9.375;78.0;8:47:0;rh-ne-alpes;2018/01/03
provence-alpes-c-te-d-azur_2018/01/03;16.0;13.0;38;83;10.0;28.0;9:4:0;provence-alpes-c-te-d-azur;2018/01/03
alsace_2018/01/04;12.0;7.0;25;90;8.625;91.0;8:26:0;alsace;2018/01/04
aquitaine_2018/01/04;15.0;14.0;30;84;9.0;99.0;8:55:0;aquitaine;2018/01/04
ardeche_2018/01/04;13.0;9.0;3;86;9.375;64.0;8:56:0;ardeche;2018/01/04
auvergne_2018/01/04;11.0;10.0;28;82;9.0;74.0;8:49:0;auvergne;2018/01/04
bourgogne_2018/01/04;13.0;12.0;31;90;8.25;99.0;8:36:0;bourgogne;2018/01/04
bretagne_2018/01/04;14.0;8.0;40;89;9.25;90.0;8:30:0;bretagne;2018/01/04
centre_2018/01/04;14.0;13.0;40;83;8.5;84.0;8:32:0;centre;2018/01/04
champagne-ardenne_2018/01/04;13.0;10.0;33;95;9.75;82.0;8:20:0;champagne-ardenne;2018/01/04
corse_2018/01/04;13.0;12.0;26;91;10.0;25.0;9:14:0;corse;2018/01/04
franche-comte_2018/01/04;12.0;10.0;38;95;8.5;100.0;8:37:0;franche-comte;2018/01/04
ile-de-re_2018/01/04;14.0;13.0;46;92;10.0;99.0;8:45:0;ile-de-re;2018/01/04
ile-de-france_2018/01/04;14.0;10.0;33;85;8.375;78.0;8:24:0;ile-de-france;2018/01/04
languedoc-roussillon_2018/01/04;16.0;14.0;31;72;10.0;49.0;9:3:0;languedoc-roussillon;2018/01/04
limousin_2018/01/04;13.0;11.0;19;95;8.125;100.0;8:48:0;limousin;2018/01/04
lorraine_2018/01/04;12.0;7.0;36;93;9.0;90.0;8:22:0;lorraine;2018/01/04
midi-pyrenees_2018/01/04;15.0;13.0;27;85;10.0;85.0;9:4:0;midi-pyrenees;2018/01/04
nord-pas-de-calais_2018/01/04;12.0;8.0;44;96;9.0;73.0;8:12:0;nord-pas-de-calais;2018/01/04
normandie_2018/01/04;13.0;11.0;45;90;8.625;79.0;8:21:0;normandie;2018/01/04
pays-de-la-loire_2018/01/04;14.0;13.0;45;89;10.0;91.0;8:37:0;pays-de-la-loire;2018/01/04
picardie_2018/01/04;13.0;8.0;43;93;8.625;81.0;8:14:0;picardie;2018/01/04
poitou-charentes_2018/01/04;14.0;13.0;46;88;10.0;99.0;8:46:0;poitou-charentes;2018/01/04
rh-ne-alpes_2018/01/04;13.0;11.0;13;86;8.5;89.0;8:48:0;rh-ne-alpes;2018/01/04
provence-alpes-c-te-d-azur_2018/01/04;16.0;14.0;43;74;10.0;22.0;9:5:0;provence-alpes-c-te-d-azur;2018/01/04
alsace_2018/01/05;11.0;10.0;14;91;8.625;77.0;8:27:0;alsace;2018/01/05
aquitaine_2018/01/05;14.0;11.0;12;91;8.75;96.0;8:56:0;aquitaine;2018/01/05
ardeche_2018/01/05;12.0;9.0;7;88;9.375;54.0;8:57:0;ardeche;2018/01/05
auvergne_2018/01/05;10.0;7.0;17;90;8.125;84.0;8:50:0;auvergne;2018/01/05
bourgogne_2018/01/05;12.0;10.0;24;93;7.75;82.0;8:38:0;bourgogne;2018/01/05
bretagne_2018/01/05;11.0;7.0;23;87;9.875;56.0;8:31:0;bretagne;2018/01/05
centre_2018/01/05;11.0;10.0;20;90;9.625;87.0;8:34:0;centre;2018/01/05
champagne-ardenne_2018/01/05;9.0;8.0;18;94;10.0;74.0;8:22:0;champagne-ardenne;2018/01/05
corse_2018/01/05;14.0;11.0;6;80;10.0;12.0;9:15:0;corse;2018/01/05
franche-comte_2018/01/05;11.0;10.0;26;92;9.5;79.0;8:39:0;franche-comte;2018/01/05
ile-de-re_2018/01/05;13.0;10.0;24;87;9.75;81.0;8:46:0;ile-de-re;2018/01/05
ile-de-france_2018/01/05;11.0;8.0;20;90;9.0;67.0;8:26:0;ile-de-france;2018/01/05
languedoc-roussillon_2018/01/05;14.0;12.0;11;84;10.0;20.0;9:4:0;languedoc-roussillon;2018/01/05
limousin_2018/01/05;11.0;8.0;13;96;6.125;100.0;8:49:0;limousin;2018/01/05
lorraine_2018/01/05;9.0;8.0;24;93;8.75;95.0;8:23:0;lorraine;2018/01/05
midi-pyrenees_2018/01/05;15.0;11.0;11;84;9.875;42.0;9:5:0;midi-pyrenees;2018/01/05
nord-pas-de-calais_2018/01/05;10.0;8.0;26;89;9.75;54.0;8:13:0;nord-pas-de-calais;2018/01/05
normandie_2018/01/05;11.0;8.0;32;84;10.0;41.0;8:22:0;normandie;2018/01/05
pays-de-la-loire_2018/01/05;12.0;10.0;21;85;9.875;63.0;8:38:0;pays-de-la-loire;2018/01/05
picardie_2018/01/05;9.0;5.0;25;91;9.875;58.0;8:16:0;picardie;2018/01/05
poitou-charentes_2018/01/05;13.0;10.0;24;87;9.75;81.0;8:47:0;poitou-charentes;2018/01/05
rh-ne-alpes_2018/01/05;13.0;10.0;21;85;8.25;62.0;8:49:0;rh-ne-alpes;2018/01/05
provence-alpes-c-te-d-azur_2018/01/05;15.0;12.0;13;85;10.0;9.0;9:6:0;provence-alpes-c-te-d-azur;2018/01/05
alsace_2018/01/06;8.0;7.0;4;93;9.75;73.0;8:29:0;alsace;2018/01/06
aquitaine_2018/01/06;9.0;7.0;5;90;10.0;95.0;8:57:0;aquitaine;2018/01/06
ardeche_2018/01/06;10.0;8.0;19;90;8.25;68.0;8:59:0;ardeche;2018/01/06
auvergne_2018/01/06;6.0;4.0;8;98;3.5;97.0;8:51:0;auvergne;2018/01/06
bourgogne_2018/01/06;8.0;7.0;8;96;3.875;91.0;8:39:0;bourgogne;2018/01/06
bretagne_2018/01/06;8.0;5.0;12;92;10.0;49.0;8:33:0;bretagne;2018/01/06
centre_2018/01/06;7.0;6.0;6;91;5.375;91.0;8:35:0;centre;2018/01/06
champagne-ardenne_2018/01/06;7.0;6.0;8;97;4.625;90.0;8:23:0;champagne-ardenne;2018/01/06
corse_2018/01/06;14.0;11.0;9;82;10.0;13.0;9:16:0;corse;2018/01/06
franche-comte_2018/01/06;11.0;7.0;6;92;6.0;66.0;8:40:0;franche-comte;2018/01/06
ile-de-re_2018/01/06;10.0;8.0;12;84;10.0;85.0;8:47:0;ile-de-re;2018/01/06
ile-de-france_2018/01/06;7.0;6.0;10;91;8.0;84.0;8:27:0;ile-de-france;2018/01/06
languedoc-roussillon_2018/01/06;13.0;12.0;28;91;9.875;55.0;9:5:0;languedoc-roussillon;2018/01/06
limousin_2018/01/06;6.0;4.0;11;93;7.0;94.0;8:50:0;limousin;2018/01/06
lorraine_2018/01/06;7.0;6.0;9;98;4.0;100.0;8:24:0;lorraine;2018/01/06
midi-pyrenees_2018/01/06;9.0;7.0;12;90;8.0;100.0;9:6:0;midi-pyrenees;2018/01/06
nord-pas-de-calais_2018/01/06;6.0;4.0;12;94;9.0;79.0;8:14:0;nord-pas-de-calais;2018/01/06
normandie_2018/01/06;7.0;5.0;15;87;10.0;55.0;8:24:0;normandie;2018/01/06
pays-de-la-loire_2018/01/06;9.0;7.0;8;83;10.0;91.0;8:40:0;pays-de-la-loire;2018/01/06
picardie_2018/01/06;6.0;4.0;18;94;7.0;80.0;8:18:0;picardie;2018/01/06
poitou-charentes_2018/01/06;10.0;9.0;5;77;10.0;85.0;8:48:0;poitou-charentes;2018/01/06
rh-ne-alpes_2018/01/06;12.0;8.0;27;88;9.375;64.0;8:50:0;rh-ne-alpes;2018/01/06
provence-alpes-c-te-d-azur_2018/01/06;14.0;13.0;33;81;10.0;30.0;9:7:0;provence-alpes-c-te-d-azur;2018/01/06
alsace_2018/01/07;7.0;5.0;21;90;10.0;79.0;8:30:0;alsace;2018/01/07
aquitaine_2018/01/07;13.0;10.0;12;91;9.875;88.0;8:59:0;aquitaine;2018/01/07
ardeche_2018/01/07;10.0;6.0;7;78;10.0;62.0;9:0:0;ardeche;2018/01/07
auvergne_2018/01/07;8.0;4.0;9;96;4.25;94.0;8:52:0;auvergne;2018/01/07
bourgogne_2018/01/07;8.0;6.0;20;85;9.0;79.0;8:40:0;bourgogne;2018/01/07
bretagne_2018/01/07;7.0;5.0;35;85;9.875;94.0;8:34:0;bretagne;2018/01/07
centre_2018/01/07;7.0;6.0;29;88;8.875;100.0;8:36:0;centre;2018/01/07
champagne-ardenne_2018/01/07;7.0;5.0;24;85;9.875;89.0;8:25:0;champagne-ardenne;2018/01/07
corse_2018/01/07;13.0;12.0;27;75;10.0;42.0;9:17:0;corse;2018/01/07
franche-comte_2018/01/07;9.0;6.0;11;80;10.0;70.0;8:41:0;franche-comte;2018/01/07
ile-de-re_2018/01/07;11.0;9.0;40;87;8.375;80.0;8:49:0;ile-de-re;2018/01/07
ile-de-france_2018/01/07;7.0;6.0;27;83;8.875;100.0;8:28:0;ile-de-france;2018/01/07
languedoc-roussillon_2018/01/07;13.0;12.0;28;84;8.625;80.0;9:6:0;languedoc-roussillon;2018/01/07
limousin_2018/01/07;10.0;7.0;15;89;7.625;94.0;8:51:0;limousin;2018/01/07
lorraine_2018/01/07;6.0;5.0;28;89;9.0;100.0;8:26:0;lorraine;2018/01/07
midi-pyrenees_2018/01/07;14.0;11.0;39;84;9.5;56.0;9:7:0;midi-pyrenees;2018/01/07
nord-pas-de-calais_2018/01/07;5.0;3.0;32;85;10.0;91.0;8:16:0;nord-pas-de-calais;2018/01/07
normandie_2018/01/07;6.0;5.0;42;87;7.0;100.0;8:26:0;normandie;2018/01/07
pays-de-la-loire_2018/01/07;9.0;7.0;40;89;8.375;98.0;8:41:0;pays-de-la-loire;2018/01/07
picardie_2018/01/07;5.0;2.0;35;86;10.0;96.0;8:19:0;picardie;2018/01/07
poitou-charentes_2018/01/07;11.0;9.0;40;87;8.375;80.0;8:50:0;poitou-charentes;2018/01/07
rh-ne-alpes_2018/01/07;8.0;5.0;7;89;10.0;60.0;8:52:0;rh-ne-alpes;2018/01/07
provence-alpes-c-te-d-azur_2018/01/07;15.0;14.0;53;70;10.0;46.0;9:9:0;provence-alpes-c-te-d-azur;2018/01/07
alsace_2018/01/08;7.0;5.0;11;91;9.0;61.0;8:32:0;alsace;2018/01/08
aquitaine_2018/01/08;11.0;9.0;15;92;8.875;60.0;9:0:0;aquitaine;2018/01/08
ardeche_2018/01/08;8.0;6.0;8;93;9.875;76.0;9:1:0;ardeche;2018/01/08
auvergne_2018/01/08;8.0;4.0;8;92;6.75;58.0;8:53:0;auvergne;2018/01/08
bourgogne_2018/01/08;7.0;5.0;16;85;10.0;78.0;8:42:0;bourgogne;2018/01/08
bretagne_2018/01/08;8.0;5.0;21;94;8.0;73.0;8:36:0;bretagne;2018/01/08
centre_2018/01/08;8.0;5.0;18;92;10.0;70.0;8:38:0;centre;2018/01/08
champagne-ardenne_2018/01/08;7.0;4.0;15;89;10.0;65.0;8:27:0;champagne-ardenne;2018/01/08
corse_2018/01/08;13.0;12.0;31;86;9.375;55.0;9:18:0;corse;2018/01/08
franche-comte_2018/01/08;9.0;6.0;10;82;10.0;60.0;8:43:0;franche-comte;2018/01/08
ile-de-re_2018/01/08;10.0;8.0;27;91;9.875;58.0;8:51:0;ile-de-re;2018/01/08
ile-de-france_2018/01/08;8.0;5.0;17;90;10.0;66.0;8:30:0;ile-de-france;2018/01/08
languedoc-roussillon_2018/01/08;12.0;9.0;29;97;8.875;93.0;9:7:0;languedoc-roussillon;2018/01/08
limousin_2018/01/08;8.0;5.0;8;96;7.0;68.0;8:53:0;limousin;2018/01/08
lorraine_2018/01/08;7.0;5.0;26;88;10.0;83.0;8:28:0;lorraine;2018/01/08
midi-pyrenees_2018/01/08;10.0;7.0;5;83;9.75;53.0;9:8:0;midi-pyrenees;2018/01/08
nord-pas-de-calais_2018/01/08;5.0;1.0;18;91;10.0;58.0;8:18:0;nord-pas-de-calais;2018/01/08
normandie_2018/01/08;6.0;5.0;24;90;10.0;81.0;8:27:0;normandie;2018/01/08
pays-de-la-loire_2018/01/08;9.0;6.0;26;90;10.0;63.0;8:43:0;pays-de-la-loire;2018/01/08
picardie_2018/01/08;5.0;2.0;19;94;9.0;64.0;8:21:0;picardie;2018/01/08
poitou-charentes_2018/01/08;10.0;8.0;27;85;9.875;58.0;8:51:0;poitou-charentes;2018/01/08
rh-ne-alpes_2018/01/08;7.0;4.0;6;88;9.0;79.0;8:53:0;rh-ne-alpes;2018/01/08
provence-alpes-c-te-d-azur_2018/01/08;15.0;13.0;40;77;8.875;78.0;9:10:0;provence-alpes-c-te-d-azur;2018/01/08
alsace_2018/01/09;7.0;4.0;6;86;7.5;76.0;8:34:0;alsace;2018/01/09
aquitaine_2018/01/09;11.0;7.0;15;77;9.0;55.0;9:1:0;aquitaine;2018/01/09
ardeche_2018/01/09;8.0;5.0;18;97;7.875;66.0;9:2:0;ardeche;2018/01/09
auvergne_2018/01/09;6.0;3.0;10;90;8.0;55.0;8:55:0;auvergne;2018/01/09
bourgogne_2018/01/09;6.0;4.0;17;93;7.25;73.0;8:44:0;bourgogne;2018/01/09
bretagne_2018/01/09;10.0;4.0;19;98;7.375;92.0;8:38:0;bretagne;2018/01/09
centre_2018/01/09;8.0;5.0;14;95;5.0;82.0;8:39:0;centre;2018/01/09
champagne-ardenne_2018/01/09;7.0;4.0;13;95;6.0;75.0;8:28:0;champagne-ardenne;2018/01/09
corse_2018/01/09;10.0;9.0;10;84;9.875;24.0;9:19:0;corse;2018/01/09
franche-comte_2018/01/09;6.0;5.0;11;93;10.0;81.0;8:44:0;franche-comte;2018/01/09
ile-de-re_2018/01/09;11.0;9.0;27;89;9.875;77.0;8:52:0;ile-de-re;2018/01/09
ile-de-france_2018/01/09;8.0;5.0;13;93;9.0;86.0;8:32:0;ile-de-france;2018/01/09
languedoc-roussillon_2018/01/09;11.0;10.0;16;77;9.875;42.0;9:9:0;languedoc-roussillon;2018/01/09
limousin_2018/01/09;6.0;4.0;12;92;6.5;75.0;8:55:0;limousin;2018/01/09
lorraine_2018/01/09;7.0;4.0;14;93;8.0;82.0;8:29:0;lorraine;2018/01/09
midi-pyrenees_2018/01/09;11.0;6.0;14;78;10.0;47.0;9:9:0;midi-pyrenees;2018/01/09
nord-pas-de-calais_2018/01/09;6.0;3.0;15;95;8.0;85.0;8:20:0;nord-pas-de-calais;2018/01/09
normandie_2018/01/09;9.0;4.0;21;94;9.0;71.0;8:29:0;normandie;2018/01/09
pays-de-la-loire_2018/01/09;11.0;6.0;20;96;7.625;70.0;8:45:0;pays-de-la-loire;2018/01/09
picardie_2018/01/09;6.0;3.0;17;97;5.5;88.0;8:22:0;picardie;2018/01/09
poitou-charentes_2018/01/09;11.0;9.0;27;89;9.875;77.0;8:52:0;poitou-charentes;2018/01/09
rh-ne-alpes_2018/01/09;8.0;5.0;25;97;6.0;78.0;8:54:0;rh-ne-alpes;2018/01/09
provence-alpes-c-te-d-azur_2018/01/09;13.0;11.0;26;72;9.375;45.0;9:12:0;provence-alpes-c-te-d-azur;2018/01/09
alsace_2018/01/10;9.0;5.0;10;81;9.0;67.0;8:35:0;alsace;2018/01/10
aquitaine_2018/01/10;12.0;10.0;13;83;9.875;55.0;9:2:0;aquitaine;2018/01/10
ardeche_2018/01/10;9.0;5.0;9;90;9.875;52.0;9:4:0;ardeche;2018/01/10
auvergne_2018/01/10;6.0;2.0;13;92;9.375;49.0;8:57:0;auvergne;2018/01/10
bourgogne_2018/01/10;8.0;6.0;19;88;7.375;69.0;8:45:0;bourgogne;2018/01/10
bretagne_2018/01/10;10.0;6.0;15;93;9.0;43.0;8:39:0;bretagne;2018/01/10
centre_2018/01/10;9.0;7.0;13;92;8.875;77.0;8:40:0;centre;2018/01/10
champagne-ardenne_2018/01/10;7.0;5.0;15;89;8.875;86.0;8:30:0;champagne-ardenne;2018/01/10
corse_2018/01/10;10.0;9.0;11;78;9.875;42.0;9:21:0;corse;2018/01/10
franche-comte_2018/01/10;7.0;5.0;18;88;10.0;76.0;8:45:0;franche-comte;2018/01/10
ile-de-re_2018/01/10;12.0;10.0;27;83;9.75;35.0;8:53:0;ile-de-re;2018/01/10
ile-de-france_2018/01/10;8.0;7.0;12;89;9.0;84.0;8:33:0;ile-de-france;2018/01/10
languedoc-roussillon_2018/01/10;12.0;9.0;12;82;10.0;37.0;9:10:0;languedoc-roussillon;2018/01/10
limousin_2018/01/10;8.0;5.0;12;98;7.75;96.0;8:56:0;limousin;2018/01/10
lorraine_2018/01/10;7.0;5.0;17;89;9.875;93.0;8:31:0;lorraine;2018/01/10
midi-pyrenees_2018/01/10;12.0;8.0;6;72;9.25;65.0;9:11:0;midi-pyrenees;2018/01/10
nord-pas-de-calais_2018/01/10;8.0;6.0;18;92;9.5;95.0;8:21:0;nord-pas-de-calais;2018/01/10
normandie_2018/01/10;9.0;6.0;17;92;9.875;43.0;8:31:0;normandie;2018/01/10
pays-de-la-loire_2018/01/10;11.0;7.0;13;88;9.375;37.0;8:46:0;pays-de-la-loire;2018/01/10
picardie_2018/01/10;8.0;5.0;15;94;8.75;87.0;8:24:0;picardie;2018/01/10
poitou-charentes_2018/01/10;12.0;10.0;15;82;9.75;35.0;8:54:0;poitou-charentes;2018/01/10
rh-ne-alpes_2018/01/10;9.0;6.0;17;90;9.75;78.0;8:55:0;rh-ne-alpes;2018/01/10
provence-alpes-c-te-d-azur_2018/01/10;12.0;10.0;8;66;9.875;22.0;9:13:0;provence-alpes-c-te-d-azur;2018/01/10
alsace_2018/01/11;8.0;5.0;5;85;10.0;61.0;8:38:0;alsace;2018/01/11
aquitaine_2018/01/11;11.0;7.0;8;81;10.0;32.0;9:5:0;aquitaine;2018/01/11
ardeche_2018/01/11;8.0;5.0;16;86;10.0;47.0;9:5:0;ardeche;2018/01/11
auvergne_2018/01/11;5.0;4.0;10;95;5.0;88.0;8:58:0;auvergne;2018/01/11
bourgogne_2018/01/11;8.0;4.0;6;90;6.875;50.0;8:47:0;bourgogne;2018/01/11
bretagne_2018/01/11;9.0;6.0;13;94;8.0;75.0;8:41:0;bretagne;2018/01/11
centre_2018/01/11;8.0;5.0;7;95;6.0;94.0;8:43:0;centre;2018/01/11
champagne-ardenne_2018/01/11;7.0;4.0;6;95;5.5;74.0;8:32:0;champagne-ardenne;2018/01/11
corse_2018/01/11;9.0;8.0;6;80;8.5;68.0;9:22:0;corse;2018/01/11
franche-comte_2018/01/11;7.0;4.0;5;90;5.0;57.0;8:48:0;franche-comte;2018/01/11
ile-de-re_2018/01/11;11.0;8.0;8;80;10.0;31.0;8:55:0;ile-de-re;2018/01/11
ile-de-france_2018/01/11;7.0;5.0;9;94;5.875;85.0;8:35:0;ile-de-france;2018/01/11
languedoc-roussillon_2018/01/11;11.0;10.0;26;70;9.0;59.0;9:11:0;languedoc-roussillon;2018/01/11
limousin_2018/01/11;7.0;3.0;5;96;5.625;57.0;8:58:0;limousin;2018/01/11
lorraine_2018/01/11;8.0;5.0;4;96;6.375;86.0;8:33:0;lorraine;2018/01/11
midi-pyrenees_2018/01/11;9.0;6.0;20;83;9.75;63.0;9:13:0;midi-pyrenees;2018/01/11
nord-pas-de-calais_2018/01/11;7.0;4.0;6;95;6.0;52.0;8:24:0;nord-pas-de-calais;2018/01/11
normandie_2018/01/11;8.0;5.0;13;91;10.0;61.0;8:33:0;normandie;2018/01/11
pays-de-la-loire_2018/01/11;10.0;6.0;10;88;9.0;46.0;8:47:0;pays-de-la-loire;2018/01/11
picardie_2018/01/11;7.0;3.0;7;97;5.0;63.0;8:26:0;picardie;2018/01/11
poitou-charentes_2018/01/11;11.0;9.0;8;76;10.0;31.0;8:55:0;poitou-charentes;2018/01/11
rh-ne-alpes_2018/01/11;8.0;4.0;14;95;8.0;57.0;8:57:0;rh-ne-alpes;2018/01/11
provence-alpes-c-te-d-azur_2018/01/11;11.0;9.0;22;72;10.0;24.0;9:15:0;provence-alpes-c-te-d-azur;2018/01/11
alsace_2018/01/12;5.0;3.0;9;90;8.0;42.0;8:39:0;alsace;2018/01/12
aquitaine_2018/01/12;10.0;5.0;6;90;10.0;18.0;9:6:0;aquitaine;2018/01/12
ardeche_2018/01/12;7.0;3.0;18;89;10.0;40.0;9:6:0;ardeche;2018/01/12
auvergne_2018/01/12;4.0;2.0;9;97;3.5;91.0;9:0:0;auvergne;2018/01/12
bourgogne_2018/01/12;7.0;4.0;14;94;5.0;62.0;8:49:0;bourgogne;2018/01/12
bretagne_2018/01/12;7.0;4.0;12;93;8.0;56.0;8:43:0;bretagne;2018/01/12
centre_2018/01/12;6.0;5.0;7;89;10.0;75.0;8:44:0;centre;2018/01/12
