iter	RMSE
155	43016.79253
156	42998.62966
157	42980.10617
158	42961.7979
159	42945.80111
160	42929.93667
161	42915.15646
162	42899.45098
163	42884.32558
164	42866.53161
165	42852.5158
166	42836.1616
167	42822.81846
168	42805.93018
169	42793.29136
170	42780.53057
171	42765.81099
172	42751.53654
173	42737.54811
174	42724.26559
175	42711.9808
176	42700.6978
177	42689.73669
178	42674.83736
179	42663.0262
180	42649.66591
181	42637.81959
182	42625.75115
183	42614.85747
184	42602.86004
185	42593.5387
186	42582.17033
187	42570.09407
188	42560.05869
189	42549.96455
190	42538.08726
191	42529.03481
192	42520.3025
193	42510.87019
194	42500.84239
195	42491.0884
196	42480.02467
197	42471.91863
198	42461.52672
199	42452.23452
200	42444.73183
201	42432.03669
202	42423.0764
203	42415.95435
204	42407.87295
205	42400.19612
206	42391.73737
207	42382.88373
208	42375.64863
209	42364.85823
210	42354.60856
211	42346.27793
212	42338.2183
213	42331.68973
214	42323.72968
215	42317.27008
216	42308.31584
217	42300.13781
218	42291.41766
219	42284.02678
220	42276.3777
221	42270.62692
222	42263.85661
223	42255.63525
224	42249.66811
225	42243.50562
226	42236.26741
227	42230.42766
228	42223.90963
229	42218.62673
230	42212.16804
231	42204.82286
232	42196.67333
233	42191.16553
234	42183.62044
235	42175.79615
236	42169.69668
237	42164.23823
238	42156.98038
239	42152.28462
240	42146.6344
241	42140.18272
242	42132.55751
243	42124.05414
244	42116.89166
245	42112.27292
246	42106.04504
247	42100.86532
248	42094.06729
249	42088.08337
250	42083.4058
251	42079.32658
252	42074.79732
253	42069.7501
254	42063.49058
255	42058.70836
256	42052.9901
257	42047.31499
258	42041.5408
259	42036.69141
260	42033.54505
261	42029.76643
262	42025.20411
263	42018.81952
264	42013.71073
265	42010.06004
266	42003.17932
267	41997.1805
268	41993.45652
269	41988.65156
270	41983.88325
271	41980.73612
272	41977.19418
273	41971.77031
274	41966.54463
275	41963.69016
276	41958.83149
277	41955.14262
278	41949.91863
279	41943.45167
280	41939.41022
281	41935.0869
282	41931.6987
283	41926.96965
284	41922.83541
285	41917.74347
286	41912.34119
287	41906.96618
288	41903.90294
289	41899.59762
290	41893.40972
291	41888.28111
292	41885.36357
293	41880.13119
294	41875.00755
295	41871.38165
296	41867.4248
297	41863.74428
298	41859.93478
299	41856.51181
300	41851.9523
301	41849.31172
302	41845.35436
303	41842.5122
304	41839.60475
305	41834.24195
306	41831.10818
307	41828.19616
308	41824.88289
309	41822.53047
310	41817.66841
311	41815.28321
312	41810.27603
313	41806.20066
314	41802.08845
315	41798.21626
316	41793.73029
317	41790.22664
318	41786.51224
319	41782.55037
320	41780.00736
321	41777.83247
322	41774.51849
323	41771.633
324	41768.40489
325	41765.76096
326	41763.35645
327	41759.84701
328	41757.98937
329	41755.35117
330	41751.71355
331	41747.84492
332	41745.76148
333	41742.81568
334	41739.67407
335	41736.0811
336	41730.62731
337	41728.04282
338	41725.12285
339	41723.23157
340	41720.31499
341	41716.15361
342	41712.49141
343	41709.46346
344	41706.46434
345	41703.40419
346	41701.60214
347	41699.54315
348	41696.47212
349	41693.60038
350	41688.9373
351	41685.37734
352	41682.60101
353	41679.20518
354	41674.94134
355	41671.2875
356	41667.51349
357	41664.21449
358	41661.80594
359	41658.95906
360	41655.06744
361	41651.72121
362	41649.34741
363	41646.82935
364	41642.59165
365	41639.50732
366	41636.12542
367	41632.94582
368	41629.57554
369	41626.66482
370	41624.53054
371	41621.85447
372	41617.86739
373	41615.05459
374	41612.39535
375	41609.62346
376	41607.06123
377	41605.13445
378	41603.0105
379	41598.16864
380	41596.43943
381	41593.12042
382	41591.16239
383	41588.51222
384	41585.99952
385	41583.84259
386	41582.04318
387	41578.62216
388	41577.09959
389	41574.98195
390	41572.97671
391	41571.1117
392	41568.89801
393	41566.49722
394	41564.38523
395	41562.6746
396	41558.8112
397	41556.82069
398	41553.92303
399	41550.16845
400	41547.64941
401	41544.73138
402	41542.19228
403	41539.72801
404	41537.90572
405	41535.17683
406	41533.91933
407	41531.96191
408	41529.70471
409	41527.48804
410	41525.50196
411	41524.10594
412	41521.5154
413	41519.00142
414	41515.16853
415	41513.27823
416	41511.60919
417	41509.30356
418	41506.5433
419	41505.21541
420	41503.82359
421	41502.5349
422	41500.96508
423	41498.08396
424	41496.33704
425	41494.43418
426	41493.36871
427	41491.94651
428	41488.68781
429	41487.20716
430	41485.40571
431	41484.50095
432	41482.32182
433	41480.41997
434	41477.52821
435	41475.57901
436	41474.42192
437	41471.95294
438	41470.93341
439	41468.47968
440	41465.35662
441	41462.37303
442	41458.89576
443	41456.52736
444	41454.10599
445	41452.85552
446	41449.21718
447	41447.13601
448	41444.88594
449	41443.00668
450	41439.18327
451	41436.43592
452	41434.34188
453	41431.3589
454	41429.86896
455	41428.42972
456	41426.57553
457	41425.80784
458	41423.63516
459	41421.75091
460	41420.20547
461	41418.23125
462	41415.69671
463	41413.36619
464	41411.53606
465	41409.99624
466	41409.32682
467	41407.82935
468	41406.44833
469	41404.11847
470	41402.51414
471	41400.85623
472	41398.56295
473	41396.53072
474	41395.51828
475	41393.32432
476	41391.49525
477	41390.67931
478	41387.96198
479	41386.31118
480	41385.18153
481	41383.81443
482	41382.4279
483	41378.71183
484	41377.81277
485	41375.82783
486	41375.30252
487	41373.56476
488	41372.13652
489	41370.45603
490	41369.07199
491	41368.14605
492	41366.67736
493	41363.56781
494	41362.06033
495	41360.46521
496	41356.38872
497	41354.70511
498	41352.95705
499	41350.72055
