iter	Passed	Remaining
586	7139	11104
587	7147	11085
588	7162	11078
589	7180	11075
590	7192	11062
591	7203	11049
592	7220	11043
593	7241	11044
594	7252	11030
595	7266	11021
596	7278	11008
597	7285	10989
598	7293	10971
599	7302	10954
600	7311	10937
601	7318	10916
602	7325	10897
603	7331	10875
604	7338	10855
605	7344	10834
606	7350	10814
607	7358	10796
608	7365	10775
609	7370	10754
610	7379	10736
611	7384	10715
612	7391	10694
613	7399	10677
614	7404	10655
615	7410	10634
616	7417	10615
617	7423	10594
618	7430	10574
619	7436	10554
620	7443	10535
621	7450	10517
622	7457	10498
623	7464	10479
624	7473	10462
625	7482	10446
626	7489	10428
627	7499	10413
628	7508	10396
629	7516	10380
630	7525	10363
631	7538	10353
632	7548	10339
633	7556	10321
634	7566	10306
635	7579	10297
636	7587	10278
637	7595	10261
638	7609	10253
639	7621	10241
640	7634	10231
641	7646	10219
642	7656	10204
643	7669	10194
644	7680	10180
645	7687	10162
646	7695	10145
647	7703	10128
648	7710	10109
649	7718	10093
650	7727	10077
651	7736	10061
652	7744	10045
653	7754	10030
654	7764	10017
655	7789	10022
656	7800	10009
657	7804	9987
658	7821	9982
659	7833	9970
660	7844	9956
661	7855	9943
662	7865	9929
663	7876	9916
664	7884	9900
665	7893	9884
666	7904	9871
667	7916	9859
668	7925	9844
669	7934	9829
670	7946	9817
671	7953	9799
672	7965	9787
673	7974	9773
674	7984	9759
675	7991	9740
676	8000	9725
677	8010	9711
678	8022	9700
679	8032	9686
680	8050	9682
681	8063	9671
682	8073	9657
683	8082	9642
684	8090	9626
685	8101	9612
686	8109	9597
687	8120	9584
688	8131	9571
689	8148	9565
690	8167	9561
691	8180	9551
692	8199	9548
693	8218	9544
694	8231	9534
695	8241	9520
696	8257	9512
697	8274	9507
698	8288	9498
699	8301	9487
700	8318	9481
701	8334	9474
702	8348	9464
703	8366	9459
704	8385	9456
705	8395	9441
706	8413	9436
707	8437	9438
708	8462	9441
709	8473	9428
710	8498	9430
711	8522	9431
712	8547	9434
713	8562	9426
714	8579	9419
715	8591	9407
716	8599	9390
717	8609	9377
718	8626	9370
719	8638	9357
720	8660	9357
721	8672	9344
722	8682	9330
723	8694	9319
724	8710	9310
725	8722	9299
726	8732	9285
727	8741	9270
728	8751	9255
729	8759	9239
730	8768	9224
731	8778	9209
732	8789	9197
733	8802	9186
734	8811	9171
735	8815	9151
736	8824	9135
737	8833	9121
738	8839	9102
739	8848	9087
740	8858	9074
741	8868	9059
742	8877	9044
743	8886	9030
744	8900	9019
745	8913	9009
746	8929	9001
747	8944	8992
748	8961	8985
749	8972	8972
750	8983	8959
751	8993	8945
752	9005	8933
753	9014	8918
754	9026	8906
755	9041	8898
756	9058	8890
757	9073	8882
758	9087	8871
759	9100	8860
760	9114	8851
761	9131	8843
762	9149	8837
763	9169	8833
764	9183	8823
765	9195	8810
766	9203	8795
767	9212	8781
768	9222	8767
769	9232	8752
770	9241	8737
771	9250	8722
772	9260	8709
773	9269	8694
774	9280	8681
775	9287	8665
776	9295	8649
777	9305	8635
778	9319	8625
779	9331	8613
780	9339	8598
781	9347	8582
782	9355	8567
783	9363	8551
784	9370	8534
785	9379	8520
786	9386	8503
787	9392	8486
788	9399	8470
789	9407	8455
790	9420	8443
791	9434	8433
792	9443	8419
793	9454	8406
794	9459	8388
795	9468	8373
796	9478	8360
797	9487	8346
798	9498	8333
799	9510	8321
800	9525	8312
801	9529	8294
802	9540	8281
803	9548	8265
804	9557	8251
805	9565	8236
806	9575	8222
807	9593	8216
808	9616	8213
809	9641	8212
810	9672	8217
811	9687	8208
812	9701	8197
813	9714	8186
814	9719	8169
815	9729	8155
816	9740	8143
817	9749	8128
818	9759	8115
819	9767	8099
820	9774	8084
821	9784	8070
822	9795	8057
823	9804	8043
824	9813	8029
825	9829	8020
826	9841	8008
827	9860	8002
828	9879	7996
829	9895	7988
830	9911	7979
831	9926	7969
832	9938	7957
833	9958	7952
834	9972	7941
835	9982	7928
836	10000	7921
837	10017	7913
838	10036	7906
839	10049	7896
840	10061	7884
841	10081	7878
842	10101	7872
843	10120	7865
844	10130	7852
845	10137	7837
846	10147	7823
847	10154	7807
848	10162	7792
849	10172	7779
850	10186	7768
851	10197	7755
852	10206	7741
853	10213	7726
854	10222	7712
855	10232	7698
856	10240	7683
857	10247	7667
858	10257	7654
859	10266	7640
860	10279	7628
861	10288	7614
862	10298	7601
863	10307	7587
864	10315	7572
865	10322	7556
866	10330	7542
867	10338	7527
868	10347	7513
869	10353	7497
870	10359	7481
871	10370	7468
872	10377	7453
873	10384	7438
874	10391	7422
875	10397	7406
876	10407	7393
877	10414	7378
878	10425	7365
879	10434	7351
880	10443	7337
881	10452	7324
882	10460	7309
883	10468	7294
884	10477	7280
885	10483	7265
886	10491	7250
887	10498	7235
888	10502	7218
889	10511	7204
890	10520	7190
891	10527	7175
892	10534	7160
893	10542	7146
894	10549	7131
895	10555	7115
896	10565	7102
897	10575	7089
898	10589	7078
899	10596	7064
900	10610	7054
901	10620	7041
902	10633	7029
903	10645	7018
904	10658	7007
905	10668	6994
906	10684	6985
907	10697	6974
908	10705	6960
909	10715	6947
910	10728	6936
911	10735	6921
912	10743	6907
913	10750	6892
914	10761	6880
915	10774	6869
916	10786	6858
917	10798	6846
918	10812	6835
919	10830	6828
920	10850	6821
921	10861	6809
922	10893	6810
923	10912	6802
924	10927	6792
925	10952	6788
926	10974	6783
927	10991	6775
928	11006	6765
929	11022	6755
930	11036	6744
931	11050	6734
932	11060	6721
933	11070	6708
934	11082	6696
935	11096	6686
936	11107	6673
937	11120	6662
938	11128	6648
939	11138	6635
940	11150	6623
941	11164	6613
942	11183	6605
943	11193	6592
944	11206	6581
945	11219	6570
946	11235	6560
947	11253	6552
948	11267	6541
949	11284	6533
950	11294	6520
951	11305	6507
952	11314	6494
953	11327	6483
954	11341	6472
955	11350	6459
956	11361	6446
957	11371	6433
958	11382	6421
959	11395	6410
960	11405	6397
961	11419	6386
962	11427	6372
963	11437	6359
964	11452	6349
965	11465	6337
966	11475	6325
967	11482	6310
968	11503	6304
969	11532	6301
970	11561	6298
971	11575	6288
972	11588	6276
973	11599	6264
974	11610	6251
975	11621	6239
976	11634	6228
977	11643	6214
978	11653	6201
979	11661	6187
980	11674	6176
981	11688	6165
982	11699	6153
983	11708	6139
984	11720	6128
985	11732	6116
986	11740	6101
987	11748	6088
988	11754	6073
989	11762	6059
990	11774	6047
991	11780	6032
992	11785	6017
993	11793	6003
994	11799	5988
995	11807	5974
996	11813	5959
997	11820	5946
998	11828	5932
999	11833	5916
1000	11838	5901
1001	11845	5887
1002	11854	5873
1003	11860	5859
1004	11867	5845
1005	11871	5829
1006	11879	5815
1007	11889	5803
1008	11897	5789
1009	11910	5778
1010	11923	5767
1011	11930	5753
1012	11939	5739
1013	11946	5725
1014	11956	5713
1015	11963	5699
1016	11971	5685
1017	11978	5671
1018	11987	5658
1019	12004	5649
1020	12020	5639
1021	12036	5629
1022	12051	5619
1023	12063	5607
1024	12071	5594
1025	12080	5581
1026	12088	5567
1027	12100	5555
1028	12110	5543
1029	12122	5531
1030	12131	5518
1031	12141	5506
1032	12156	5495
1033	12169	5484
1034	12181	5472
1035	12190	5459
1036	12202	5447
1037	12211	5435
1038	12220	5422
1039	12227	5408
1040	12232	5393
1041	12241	5380
1042	12252	5368
1043	12271	5359
1044	12280	5347
1045	12290	5334
1046	12305	5324
1047	12316	5312
1048	12330	5301
1049	12340	5288
1050	12348	5275
1051	12364	5265
1052	12375	5253
1053	12386	5241
1054	12391	5226
1055	12400	5213
1056	12409	5200
1057	12417	5187
1058	12425	5174
1059	12436	5162
1060	12447	5150
1061	12456	5137
1062	12467	5125
1063	12474	5111
1064	12485	5099
1065	12494	5087
1066	12502	5073
1067	12512	5061
1068	12524	5049
1069	12535	5037
1070	12550	5027
1071	12570	5018
1072	12590	5010
1073	12602	4998
1074	12618	4988
1075	12631	4977
1076	12640	4964
1077	12649	4951
1078	12657	4938
1079	12664	4925
1080	12670	4911
1081	12679	4898
1082	12687	4885
1083	12697	4872
1084	12704	4859
1085	12713	4846
1086	12722	4834
1087	12732	4821
1088	12743	4809
1089	12752	4796
1090	12764	4785
1091	12772	4772
1092	12781	4759
1093	12791	4747
1094	12799	4734
1095	12807	4720
1096	12815	4707
1097	12823	4695
1098	12831	4681
1099	12839	4668
1100	12849	4656
1101	12862	4645
1102	12878	4635
1103	12889	4623
1104	12907	4613
1105	12922	4603
1106	12934	4591
1107	12945	4579
1108	12955	4567
1109	12973	4558
1110	12993	4549
1111	13010	4539
1112	13020	4527
1113	13031	4515
1114	13040	4502
1115	13048	4489
1116	13059	4477
1117	13070	4465
1118	13076	4452
1119	13085	4439
1120	13095	4427
1121	13107	4415
1122	13117	4403
1123	13127	4391
1124	13140	4380
1125	13152	4368
1126	13161	4355
1127	13170	4343
1128	13184	4332
1129	13202	4322
1130	13216	4312
1131	13225	4299
1132	13242	4289
1133	13249	4276
1134	13257	4263
1135	13266	4250
1136	13274	4238
1137	13286	4226
1138	13298	4214
1139	13309	4202
1140	13321	4191
1141	13331	4179
1142	13338	4166
1143	13345	4152
1144	13358	4141
1145	13373	4131
1146	13389	4120
1147	13404	4110
1148	13412	4097
1149	13419	4084
1150	13429	4071
1151	13438	4059
1152	13445	4046
1153	13454	4033
1154	13462	4021
1155	13470	4008
1156	13477	3995
1157	13486	3982
1158	13494	3970
1159	13502	3957
1160	13510	3944
1161	13519	3932
1162	13527	3919
1163	13535	3907
1164	13543	3894
1165	13552	3882
1166	13563	3870
1167	13571	3857
1168	13579	3844
1169	13589	3833
1170	13601	3821
1171	13611	3809
1172	13619	3796
1173	13632	3785
1174	13647	3774
1175	13657	3762
1176	13672	3752
1177	13683	3740
1178	13695	3728
1179	13704	3716
1180	13715	3704
1181	13720	3691
1182	13726	3678
1183	13732	3665
1184	13738	3651
1185	13745	3639
1186	13749	3625
1187	13758	3613
1188	13764	3600
1189	13771	3587
1190	13780	3575
1191	13794	3564
1192	13802	3551
1193	13810	3539
1194	13819	3527
1195	13827	3514
1196	13837	3502
1197	13844	3490
1198	13851	3477
1199	13858	3464
1200	13864	3451
1201	13867	3437
1202	13874	3425
1203	13880	3412
1204	13885	3399
1205	13892	3386
1206	13898	3373
1207	13905	3361
1208	13914	3349
1209	13921	3336
1210	13924	3323
1211	13931	3310
1212	13937	3297
1213	13942	3284
1214	13948	3271
1215	13953	3258
1216	13958	3245
1217	13963	3233
1218	13970	3220
1219	13977	3208
1220	13983	3195
1221	13995	3183
1222	14004	3171
1223	14013	3159
1224	14023	3148
1225	14035	3136
1226	14051	3126
1227	14074	3117
1228	14097	3108
1229	14120	3099
1230	14139	3089
1231	14162	3080
1232	14177	3070
1233	14194	3059
1234	14206	3048
1235	14219	3037
1236	14228	3025
1237	14242	3014
1238	14253	3002
1239	14264	2990
1240	14275	2979
1241	14287	2967
1242	14297	2956
1243	14308	2944
1244	14321	2933
1245	14330	2921
1246	14351	2911
1247	14376	2902
1248	14403	2894
1249	14435	2887
1250	14454	2876
1251	14478	2867
1252	14505	2859
1253	14523	2849
1254	14530	2836
1255	14539	2824
1256	14559	2814
1257	14583	2805
1258	14605	2795
1259	14620	2784
1260	14625	2772
1261	14639	2760
1262	14652	2749
1263	14662	2737
1264	14679	2726
1265	14696	2716
1266	14711	2705
1267	14722	2693
1268	14736	2682
1269	14752	2671
1270	14762	2659
1271	14776	2648
1272	14789	2637
1273	14798	2625
1274	14807	2613
1275	14817	2601
1276	14831	2590
1277	14840	2577
1278	14850	2565
1279	14859	2554
1280	14867	2541
1281	14879	2530
1282	14889	2518
1283	14895	2505
1284	14903	2493
1285	14918	2482
1286	14935	2471
1287	14950	2460
1288	14966	2449
1289	14980	2438
1290	14991	2426
1291	15003	2415
1292	15013	2403
1293	15018	2390
1294	15028	2379
1295	15037	2367
1296	15048	2355
1297	15058	2343
1298	15068	2331
1299	15079	2319
1300	15090	2308
1301	15099	2296
1302	15114	2285
1303	15130	2274
1304	15144	2263
1305	15163	2252
1306	15180	2241
1307	15194	2230
1308	15211	2219
1309	15222	2207
1310	15237	2196
1311	15257	2186
1312	15268	2174
1313	15282	2163
1314	15291	2151
1315	15303	2139
1316	15315	2128
1317	15333	2117
1318	15347	2106
1319	15366	2095
1320	15379	2083
1321	15395	2072
1322	15410	2061
1323	15423	2050
1324	15439	2039
1325	15449	2027
1326	15463	2016
1327	15472	2003
1328	15483	1992
1329	15491	1980
1330	15502	1968
1331	15508	1955
1332	15521	1944
1333	15531	1932
1334	15540	1920
1335	15550	1908
1336	15561	1897
1337	15572	1885
1338	15581	1873
1339	15594	1862
1340	15609	1850
1341	15617	1838
1342	15631	1827
1343	15641	1815
1344	15647	1803
1345	15655	1791
1346	15666	1779
1347	15675	1767
1348	15691	1756
1349	15706	1745
1350	15731	1734
1351	15744	1723
1352	15756	1711
1353	15767	1700
1354	15783	1689
1355	15798	1677
1356	15811	1666
1357	15832	1655
1358	15840	1643
1359	15855	1632
1360	15864	1620
1361	15874	1608
1362	15884	1596
1363	15893	1584
1364	15902	1572
1365	15909	1560
1366	15919	1548
1367	15935	1537
1368	15953	1526
1369	15973	1515
1370	15990	1504
1371	16005	1493
1372	16020	1481
1373	16027	1469
1374	16035	1457
1375	16044	1445
1376	16059	1434
1377	16076	1423
1378	16092	1412
1379	16103	1400
1380	16121	1389
1381	16145	1378
1382	16162	1367
1383	16177	1355
1384	16196	1344
1385	16216	1333
1386	16238	1322
1387	16252	1311
1388	16257	1299
1389	16263	1287
1390	16272	1275
1391	16280	1263
1392	16289	1251
1393	16298	1239
1394	16304	1227
1395	16315	1215
1396	16327	1203
1397	16342	1192
1398	16357	1180
1399	16371	1169
1400	16379	1157
1401	16386	1145
1402	16395	1133
1403	16407	1121
1404	16423	1110
1405	16431	1098
1406	16444	1086
1407	16455	1075
1408	16464	1063
1409	16471	1051
1410	16482	1039
1411	16492	1027
1412	16503	1016
1413	16511	1004
1414	16515	992
1415	16525	980
1416	16542	968
1417	16549	957
1418	16558	945
1419	16568	933
1420	16582	921
1421	16593	910
1422	16603	898
1423	16613	886
1424	16622	874
1425	16632	863
1426	16638	851
1427	16647	839
1428	16656	827
1429	16664	815
1430	16672	803
1431	16682	792
1432	16690	780
1433	16698	768
1434	16706	756
1435	16712	744
1436	16720	733
1437	16738	721
1438	16747	709
1439	16754	698
1440	16762	686
1441	16768	674
1442	16775	662
1443	16783	650
1444	16797	639
1445	16806	627
1446	16812	615
1447	16820	604
1448	16829	592
1449	16843	580
1450	16850	569
1451	16858	557
1452	16867	545
1453	16875	533
1454	16884	522
1455	16891	510
1456	16900	498
1457	16906	487
1458	16919	475
1459	16930	463
1460	16942	452
1461	16953	440
1462	16961	428
1463	16969	417
1464	16976	405
1465	16985	393
1466	16990	382
1467	16997	370
1468	17010	358
1469	17021	347
1470	17031	335
1471	17046	324
1472	17055	312
1473	17062	300
1474	17070	289
1475	17080	277
1476	17089	266
1477	17100	254
1478	17111	242
1479	17121	231
1480	17131	219
1481	17147	208
1482	17161	196
1483	17173	185
1484	17187	173
1485	17202	162
1486	17211	150
1487	17220	138
1488	17227	127
1489	17241	115
1490	17250	104
1491	17262	92
1492	17273	80
1493	17280	69
1494	17293	57
1495	17301	46
1496	17314	34
1497	17324	23
1498	17333	11
1499	17344	0
