iter	RMSE
493	41521.908
494	41520.16707
495	41516.02816
496	41515.70316
497	41513.25167
498	41510.83468
499	41508.6176
500	41506.62606
501	41504.81754
502	41504.22925
503	41503.36375
504	41501.65386
505	41500.27236
506	41497.63899
507	41496.72458
508	41495.57144
509	41494.70121
510	41491.57788
511	41489.71852
512	41487.86688
513	41484.96719
514	41483.23762
515	41481.5193
516	41479.84807
517	41478.39859
518	41477.51506
519	41476.47389
520	41473.96664
521	41471.89376
522	41470.32807
523	41469.26618
524	41466.5242
525	41464.84628
526	41463.73518
527	41462.31086
528	41460.48724
529	41459.51442
530	41458.21395
531	41456.80302
532	41455.76749
533	41454.31853
534	41453.19626
535	41452.13789
536	41450.15167
537	41447.96627
538	41446.95844
539	41446.27033
540	41445.54764
541	41443.7387
542	41441.8429
543	41440.67015
544	41439.32369
545	41437.6705
546	41435.38114
547	41434.67127
548	41433.30304
549	41431.54576
550	41430.52468
551	41428.70225
552	41426.26903
553	41425.01902
554	41423.21302
555	41422.1177
556	41420.06719
557	41418.94285
558	41417.98668
559	41416.45658
560	41414.77097
561	41414.59267
562	41413.52546
563	41410.77756
564	41409.60133
565	41408.90895
566	41408.13494
567	41407.60945
568	41405.86211
569	41405.01195
570	41403.10429
571	41402.30983
572	41401.11037
573	41399.99732
574	41397.02555
575	41395.86889
576	41392.97356
577	41391.56004
578	41389.43883
579	41388.6423
580	41387.97626
581	41387.05618
582	41386.0373
583	41385.07368
584	41383.84209
585	41381.97318
586	41380.31376
587	41378.50556
588	41376.76087
589	41375.70981
590	41374.31174
591	41373.18788
592	41372.29334
593	41370.78473
594	41370.05971
595	41367.81701
596	41365.42727
597	41364.22651
598	41362.4497
599	41360.37436
600	41356.48241
601	41356.01135
602	41355.57254
603	41354.83953
604	41353.76117
605	41352.322
606	41351.37389
607	41350.92105
608	41349.68492
609	41349.25068
610	41347.79302
611	41346.9845
612	41346.11202
613	41343.97554
614	41342.8842
615	41342.09201
616	41340.82793
617	41339.69408
618	41338.71065
619	41337.63988
620	41335.7383
621	41334.71937
622	41333.22393
623	41332.81157
624	41332.15473
625	41331.35697
626	41330.72068
627	41328.59212
628	41327.64081
629	41326.61307
630	41325.89883
631	41324.77868
632	41324.1881
633	41319.80106
634	41318.75442
635	41317.72363
636	41317.03874
637	41316.81398
638	41315.98868
639	41314.83938
640	41312.96509
641	41312.67013
642	41312.28996
643	41312.0507
644	41310.65603
645	41309.53442
646	41309.04801
647	41308.32648
648	41307.8938
649	41306.63461
650	41303.66817
651	41302.94655
652	41302.16325
653	41301.17258
654	41300.52865
655	41296.3205
656	41295.0263
657	41294.92308
658	41293.45407
659	41291.71156
660	41291.53511
661	41290.63861
662	41290.16917
663	41288.43462
664	41286.82026
665	41285.21169
666	41284.48651
667	41283.56043
668	41283.37663
669	41282.55366
670	41281.13408
671	41279.6925
672	41278.13237
673	41277.55922
674	41276.63037
675	41275.39482
676	41274.8791
677	41274.04578
678	41272.53852
679	41271.88141
680	41270.3116
681	41269.29208
682	41268.22264
683	41267.46986
684	41266.54246
685	41265.22276
686	41263.73634
687	41263.21537
688	41262.39185
689	41261.12208
690	41260.51104
691	41259.6751
692	41258.71081
693	41257.59227
694	41256.87037
695	41256.08296
696	41255.20631
697	41254.57519
698	41254.04039
699	41253.55402
700	41251.89881
701	41250.86767
702	41249.56826
703	41247.2376
704	41245.74983
705	41245.61406
706	41244.0112
707	41242.95022
708	41242.73597
709	41241.589
710	41240.07276
711	41239.05837
712	41238.83992
713	41237.88535
714	41236.9626
715	41235.53693
716	41234.78748
717	41234.32496
718	41233.55742
719	41232.70492
720	41231.77917
721	41231.45294
722	41230.73596
723	41229.90048
724	41228.60775
725	41225.49505
726	41224.52122
727	41224.05522
728	41222.72805
729	41221.61763
730	41220.8953
731	41219.48305
732	41217.87828
733	41217.00434
734	41215.55611
735	41215.53769
736	41214.99922
737	41214.03469
738	41213.81816
739	41213.49677
740	41212.28963
741	41211.74818
742	41210.94798
743	41210.07764
744	41208.90993
745	41207.64195
746	41206.26769
747	41205.80919
748	41205.14765
749	41204.70787
750	41203.4728
751	41201.60001
752	41200.36627
753	41199.97966
754	41197.66802
755	41196.77896
756	41196.00282
757	41195.60289
758	41193.27874
759	41192.50727
760	41192.07349
761	41191.84902
762	41189.98437
763	41189.74053
764	41189.23072
765	41187.68163
766	41187.26388
767	41186.84077
768	41185.59736
769	41184.67351
770	41184.22636
771	41183.47177
772	41182.19472
773	41181.08135
774	41180.53553
775	41179.99074
776	41179.69311
777	41179.44614
778	41177.93457
779	41177.01141
780	41176.09694
781	41173.99469
782	41172.81313
783	41172.4471
784	41169.97551
785	41168.6752
786	41168.30922
787	41167.99121
788	41167.27637
789	41166.37734
790	41166.03847
791	41165.50336
792	41164.6038
793	41164.06735
794	41163.758
795	41162.71982
796	41162.19348
797	41161.66884
798	41159.97986
799	41159.44606
800	41158.90525
801	41158.88943
802	41158.76937
803	41157.76647
804	41156.78174
805	41155.7873
806	41155.15278
807	41155.00289
808	41153.50641
809	41152.58908
810	41151.73302
811	41151.27465
812	41150.85295
813	41149.88729
814	41149.81233
815	41149.21359
816	41148.32776
817	41147.82737
818	41147.3318
819	41147.19309
820	41146.42566
821	41146.20957
822	41145.64951
823	41145.29577
824	41144.52333
825	41143.77285
826	41142.5462
827	41141.91845
828	41141.40825
829	41140.75466
830	41139.66617
831	41139.37631
832	41138.84931
833	41138.29878
834	41137.38968
835	41136.06018
836	41135.56857
837	41134.35319
838	41133.26782
839	41131.98783
840	41131.34292
841	41129.90345
842	41129.03313
843	41128.85338
844	41128.45597
845	41126.98122
846	41126.03984
847	41125.44781
848	41125.03292
849	41124.64368
850	41124.33371
851	41122.97506
852	41122.20917
853	41121.52781
854	41120.86248
855	41119.97814
856	41118.86198
857	41116.67834
858	41116.12412
859	41115.23702
860	41114.0597
861	41113.52236
862	41113.13254
863	41112.32122
864	41110.57706
865	41109.70382
866	41109.08262
867	41108.05367
868	41107.71244
869	41105.53095
870	41104.53224
871	41103.76313
872	41103.21784
873	41102.49106
874	41101.88144
875	41100.11662
876	41099.15343
877	41098.48433
878	41097.89595
879	41097.47625
880	41096.54106
881	41095.59364
882	41094.70572
883	41093.93766
884	41093.5669
885	41092.84065
886	41092.37768
887	41091.70552
888	41091.44296
889	41090.77035
890	41090.38233
891	41089.34395
892	41089.02173
893	41088.289
894	41086.89147
895	41085.92451
896	41084.73334
897	41084.43646
898	41082.18231
899	41079.6808
900	41078.74548
901	41077.71534
902	41076.70535
903	41076.32045
904	41075.78815
905	41074.83407
906	41073.90976
907	41072.26407
908	41072.2426
909	41070.12667
910	41068.34477
911	41067.55412
912	41066.5061
913	41065.63889
914	41064.96867
915	41064.32917
916	41063.66253
917	41063.26915
918	41061.67086
919	41060.65351
920	41059.55486
921	41058.33611
922	41057.47284
923	41057.15461
924	41056.80444
925	41056.49008
926	41055.84937
927	41054.36758
928	41053.81794
929	41053.08558
930	41051.99942
931	41051.25501
932	41051.00407
933	41050.09927
934	41048.60511
935	41047.09323
936	41045.92338
937	41045.71545
938	41045.50206
939	41044.72951
940	41043.90775
941	41042.62841
942	41042.62111
943	41042.27802
944	41040.07741
945	41039.11364
946	41038.09105
947	41037.69347
948	41036.48626
949	41035.97989
950	41033.11481
951	41032.23056
952	41031.42247
953	41030.24444
954	41028.64993
955	41027.93676
956	41027.30423
957	41026.39269
958	41024.97608
959	41024.28338
960	41023.90937
961	41023.19451
962	41022.76526
963	41022.04779
964	41021.05802
965	41018.21533
966	41017.54635
967	41017.46109
968	41016.83231
969	41015.73514
970	41014.99488
971	41014.05799
972	41012.90226
973	41012.32895
974	41011.17843
975	41010.20699
976	41009.69781
977	41009.11719
978	41008.71461
979	41008.36046
980	41006.92505
981	41006.49365
982	41005.50821
983	41005.11785
984	41004.67971
985	41002.33519
986	41001.83457
987	41001.00574
988	41000.64356
989	41000.48886
990	40999.62002
991	40998.76457
992	40998.45
993	40998.0759
994	40997.12872
995	40996.20731
996	40995.30126
997	40994.41194
998	40993.4887
999	40993.08836
1000	40991.96707
1001	40990.59499
1002	40989.51263
1003	40988.87452
1004	40987.36439
1005	40987.09415
1006	40986.21825
1007	40985.66372
1008	40985.08704
1009	40984.61578
1010	40984.07765
1011	40983.8143
1012	40982.89395
1013	40982.64151
1014	40982.18666
1015	40979.45215
1016	40978.7022
1017	40977.64207
1018	40976.7801
1019	40976.12571
1020	40974.75114
1021	40973.48202
1022	40972.54084
1023	40971.59819
1024	40970.85053
1025	40969.65145
1026	40968.59168
1027	40967.26124
1028	40966.77272
1029	40965.89218
1030	40965.82272
1031	40964.64372
1032	40963.65339
1033	40962.93059
1034	40962.48599
1035	40962.03741
1036	40961.34362
1037	40960.43269
1038	40959.99975
1039	40958.98332
1040	40958.84816
1041	40958.1997
1042	40958.09441
1043	40957.25015
1044	40956.72263
1045	40956.34801
1046	40955.34551
1047	40953.47616
1048	40952.76682
1049	40951.54928
1050	40951.04771
1051	40950.56481
1052	40949.52977
1053	40948.20105
1054	40948.19644
1055	40947.64127
1056	40946.60374
1057	40945.69433
1058	40944.33761
1059	40943.69983
1060	40943.08959
1061	40942.60332
1062	40942.11988
1063	40941.87597
1064	40941.42713
1065	40940.1807
1066	40939.22471
1067	40938.84144
1068	40938.11243
1069	40937.36705
1070	40936.52671
1071	40934.20425
1072	40933.78426
1073	40932.14775
1074	40931.27425
1075	40928.74505
1076	40926.83994
1077	40926.53797
1078	40925.30534
1079	40924.85366
1080	40924.60244
1081	40924.24289
1082	40922.2614
1083	40921.59123
1084	40921.01727
1085	40919.91823
1086	40918.64438
1087	40917.15844
1088	40916.76868
1089	40915.49467
1090	40914.52477
1091	40913.60634
1092	40913.45697
1093	40912.8221
1094	40912.45106
1095	40912.01307
1096	40911.13927
1097	40910.82092
1098	40910.22585
1099	40909.3981
1100	40908.97321
1101	40908.40474
1102	40908.15615
1103	40907.82809
1104	40907.33869
1105	40906.78893
1106	40906.31577
1107	40905.87706
1108	40905.63519
1109	40904.92907
1110	40904.08428
1111	40903.39082
1112	40902.95123
1113	40902.1042
1114	40901.44647
1115	40901.21611
1116	40900.80984
1117	40899.93779
1118	40899.6797
1119	40898.87365
1120	40896.86373
1121	40895.59917
1122	40894.0285
1123	40893.60716
1124	40892.48859
1125	40891.81791
1126	40891.44974
1127	40890.58142
1128	40890.05286
1129	40889.76721
1130	40888.70318
1131	40888.62406
1132	40886.9067
1133	40886.56402
1134	40885.2847
1135	40883.87597
1136	40883.12851
1137	40882.48352
1138	40881.54372
1139	40881.0986
1140	40880.23868
1141	40879.763
1142	40879.46464
1143	40877.28875
1144	40877.0536
1145	40876.17531
1146	40875.40795
1147	40874.60673
1148	40873.75168
1149	40873.26697
1150	40871.6357
1151	40870.96159
1152	40870.28351
1153	40869.66845
1154	40868.63208
1155	40867.91347
1156	40867.41755
1157	40865.97854
1158	40865.58017
1159	40864.57083
1160	40863.85434
1161	40863.00015
1162	40862.39829
1163	40861.72601
1164	40860.58834
1165	40860.04563
1166	40859.14649
1167	40857.90791
1168	40857.47843
1169	40857.20662
1170	40856.74215
1171	40856.39327
1172	40856.13
1173	40855.18868
1174	40854.53279
1175	40853.68773
1176	40851.77616
1177	40850.81879
1178	40850.21679
1179	40849.59903
1180	40848.42565
1181	40847.01443
1182	40846.44921
1183	40845.47709
1184	40845.16297
1185	40844.37171
1186	40844.06292
1187	40843.87705
1188	40843.53588
1189	40843.10541
1190	40842.18508
1191	40840.7599
1192	40839.94868
1193	40839.26019
1194	40838.47046
1195	40837.16566
1196	40835.86111
1197	40835.10457
1198	40834.00169
1199	40832.21491
1200	40830.94838
1201	40830.93944
1202	40829.71291
1203	40828.03521
1204	40827.85896
1205	40827.62542
1206	40826.99356
1207	40826.51912
1208	40826.34894
1209	40825.34136
1210	40825.20905
1211	40824.52626
1212	40823.48353
1213	40822.92272
1214	40821.59536
1215	40821.40379
1216	40820.17573
1217	40819.43432
1218	40818.7528
1219	40818.21381
1220	40817.47367
1221	40817.24497
1222	40816.39903
1223	40815.89626
1224	40815.38466
1225	40814.27207
1226	40813.78706
1227	40813.26575
1228	40812.75432
1229	40811.23386
1230	40809.30818
1231	40808.78969
1232	40808.58143
1233	40808.18799
1234	40808.03738
1235	40807.32893
1236	40806.4728
1237	40805.13803
1238	40803.70364
1239	40803.10119
1240	40802.23694
1241	40800.34779
1242	40799.67089
1243	40798.73517
1244	40798.27158
1245	40797.54381
1246	40796.4986
1247	40796.21491
1248	40795.45507
1249	40795.02065
1250	40794.22801
1251	40793.15355
1252	40791.80151
1253	40790.95584
1254	40790.83297
1255	40790.28415
1256	40789.37135
1257	40788.42444
1258	40787.70214
1259	40786.92883
1260	40786.64319
1261	40786.07196
1262	40785.17788
1263	40784.27061
1264	40783.48524
1265	40782.27013
1266	40782.01967
1267	40781.48256
1268	40780.88151
1269	40779.8714
1270	40778.64761
1271	40777.91468
1272	40776.79354
1273	40773.79032
1274	40773.29835
1275	40772.53136
1276	40772.08031
1277	40771.33431
1278	40769.48489
1279	40769.09313
1280	40768.95374
1281	40768.4022
1282	40768.22395
1283	40767.362
1284	40766.62842
1285	40765.68846
1286	40764.48495
1287	40763.47126
1288	40762.62911
1289	40761.03475
1290	40759.82873
1291	40758.65078
1292	40757.93542
1293	40757.64248
1294	40757.51717
1295	40757.25176
1296	40756.55406
1297	40756.07603
1298	40755.59363
1299	40754.74774
1300	40754.0289
1301	40753.48284
1302	40753.22115
1303	40752.3097
1304	40751.28162
1305	40750.3667
1306	40749.65587
1307	40749.05955
1308	40748.26961
1309	40748.14593
1310	40747.4487
1311	40745.97765
1312	40744.84022
1313	40744.15524
1314	40744.05278
1315	40743.59639
1316	40742.3048
1317	40740.84171
1318	40740.59291
1319	40738.71113
1320	40738.59218
1321	40737.16051
1322	40737.04576
1323	40736.87401
1324	40735.62747
1325	40734.36036
1326	40733.91271
1327	40733.79708
1328	40732.58809
1329	40731.34472
1330	40730.3228
1331	40730.14038
1332	40730.02159
1333	40729.89621
1334	40729.5511
1335	40729.43413
1336	40729.42761
1337	40727.46668
1338	40726.98169
1339	40726.56324
1340	40725.81276
1341	40725.8065
1342	40725.03856
1343	40724.84126
1344	40724.78286
1345	40724.72354
1346	40724.05341
1347	40723.54239
1348	40722.11371
1349	40720.72169
1350	40720.16338
1351	40719.20917
1352	40718.44097
1353	40718.15988
1354	40717.60979
1355	40717.02804
1356	40716.87062
1357	40715.35644
1358	40715.26309
1359	40713.4409
1360	40712.99684
1361	40712.55806
1362	40711.93305
1363	40711.29655
1364	40709.93022
1365	40709.81028
1366	40709.65601
1367	40709.48215
1368	40708.45448
1369	40707.70567
1370	40706.51331
1371	40706.26886
1372	40705.87772
1373	40705.76024
1374	40705.57628
1375	40705.30202
1376	40704.6993
1377	40704.4631
1378	40703.29304
1379	40702.80824
1380	40702.49585
1381	40702.22379
1382	40701.95985
1383	40701.21783
1384	40700.95049
1385	40699.94632
1386	40698.79912
1387	40697.3091
1388	40697.22266
1389	40697.12991
1390	40696.2254
1391	40695.37277
1392	40694.48273
1393	40693.83074
1394	40693.6069
1395	40691.00934
1396	40690.22899
1397	40689.67392
1398	40689.40405
1399	40688.80714
1400	40688.54214
1401	40687.67795
1402	40687.44994
1403	40686.2491
1404	40686.22256
1405	40685.70489
1406	40685.14985
1407	40685.06365
1408	40684.40796
1409	40684.38493
1410	40684.36186
1411	40684.1967
1412	40683.5571
1413	40682.38663
1414	40682.30159
1415	40682.04218
1416	40681.62751
1417	40681.57519
1418	40681.28759
1419	40680.85806
1420	40680.72363
1421	40680.31943
1422	40679.68345
1423	40678.3179
1424	40677.61993
1425	40676.78639
1426	40676.44143
1427	40675.90769
1428	40675.16971
1429	40674.61268
1430	40673.69786
1431	40673.05508
1432	40672.39496
1433	40671.61085
1434	40670.8691
1435	40670.63369
1436	40670.50266
1437	40669.31355
1438	40668.9424
1439	40668.51529
1440	40667.57444
1441	40667.46791
1442	40666.77121
1443	40665.94272
1444	40665.34408
1445	40664.53284
1446	40664.24137
1447	40663.14237
1448	40662.43258
1449	40661.86302
1450	40661.09693
1451	40660.96924
1452	40660.25714
1453	40660.00967
1454	40659.25822
1455	40659.17628
1456	40658.93473
1457	40658.83384
1458	40658.26973
1459	40657.69396
1460	40657.50161
1461	40656.6279
1462	40655.82348
1463	40655.13566
1464	40653.85674
1465	40653.62365
1466	40653.52412
1467	40652.97548
1468	40652.8943
1469	40651.78015
1470	40651.10995
1471	40649.75783
1472	40649.10779
1473	40647.78396
1474	40647.22095
1475	40646.51899
1476	40646.36529
1477	40646.34095
1478	40645.56018
1479	40645.20568
1480	40644.04523
1481	40642.96174
1482	40642.77345
1483	40641.85827
1484	40641.73468
1485	40641.65754
1486	40640.97502
1487	40640.44216
1488	40640.15101
1489	40638.92849
1490	40638.38341
1491	40636.81878
1492	40635.54097
1493	40635.26628
1494	40635.13147
1495	40634.60463
1496	40634.41909
1497	40632.8861
1498	40632.29024
1499	40632.12572
