iter	Passed	Remaining
222	2099	12023
223	2109	12015
224	2118	12007
225	2128	11997
226	2135	11978
227	2142	11955
228	2148	11923
229	2153	11891
230	2164	11889
231	2168	11853
232	2180	11854
233	2186	11827
234	2197	11828
235	2203	11802
236	2214	11802
237	2222	11783
238	2232	11777
239	2238	11753
240	2248	11748
241	2256	11727
242	2262	11701
243	2267	11671
244	2273	11644
245	2282	11633
246	2290	11618
247	2299	11610
248	2304	11580
249	2313	11568
250	2322	11557
251	2331	11545
252	2340	11538
253	2348	11519
254	2356	11503
255	2361	11474
256	2367	11448
257	2377	11446
258	2384	11425
259	2392	11409
260	2400	11396
261	2410	11388
262	2417	11368
263	2423	11347
264	2435	11349
265	2440	11322
266	2446	11296
267	2456	11293
268	2463	11274
269	2474	11274
270	2481	11255
271	2490	11241
272	2505	11260
273	2512	11241
274	2523	11239
275	2530	11220
276	2535	11195
277	2541	11171
278	2547	11149
279	2556	11139
280	2563	11121
281	2573	11116
282	2583	11111
283	2590	11090
284	2600	11084
285	2608	11073
286	2620	11076
287	2627	11058
288	2633	11034
289	2638	11009
290	2643	10984
291	2654	10981
292	2663	10972
293	2672	10961
294	2681	10954
295	2689	10937
296	2693	10911
297	2703	10906
298	2709	10884
299	2715	10863
300	2721	10839
301	2727	10817
302	2736	10810
303	2743	10792
304	2750	10777
305	2759	10767
306	2770	10766
307	2778	10751
308	2788	10746
309	2798	10744
310	2805	10727
311	2813	10711
312	2823	10706
313	2829	10688
314	2835	10665
315	2840	10642
316	2851	10640
317	2854	10610
318	2865	10609
319	2871	10589
320	2884	10593
321	2892	10580
322	2902	10577
323	2913	10573
324	2920	10558
325	2927	10543
326	2935	10530
327	2942	10515
328	2948	10493
329	2953	10472
330	2960	10456
331	2968	10444
332	2979	10441
333	2985	10423
334	2997	10422
335	3003	10405
336	3014	10402
337	3021	10388
338	3027	10367
339	3032	10345
340	3036	10319
341	3046	10314
342	3052	10296
343	3063	10293
344	3068	10274
345	3081	10276
346	3087	10259
347	3099	10260
348	3107	10247
349	3116	10241
350	3122	10220
351	3127	10199
352	3132	10177
353	3138	10161
354	3147	10151
355	3156	10144
356	3164	10132
357	3173	10123
358	3181	10112
359	3193	10113
360	3201	10100
361	3212	10097
362	3219	10083
363	3224	10063
364	3229	10042
365	3235	10023
366	3245	10019
367	3253	10007
368	3262	9999
369	3269	9986
370	3279	9980
371	3286	9965
372	3296	9959
373	3303	9945
374	3312	9937
375	3317	9915
376	3327	9911
377	3334	9896
378	3339	9877
379	3345	9860
380	3351	9842
381	3361	9837
382	3373	9837
383	3378	9820
384	3390	9820
385	3397	9805
386	3407	9800
387	3415	9787
388	3425	9783
389	3430	9764
390	3436	9746
391	3441	9728
392	3447	9710
393	3457	9705
394	3463	9689
395	3474	9686
396	3480	9668
397	3490	9663
398	3501	9662
399	3508	9647
400	3515	9635
401	3521	9617
402	3526	9599
403	3536	9594
404	3544	9582
405	3555	9579
406	3561	9564
407	3571	9559
408	3578	9544
409	3589	9542
410	3599	9537
411	3607	9525
412	3617	9521
413	3623	9505
414	3630	9492
415	3636	9475
416	3641	9457
417	3652	9453
418	3658	9439
419	3667	9430
420	3674	9418
421	3685	9415
422	3692	9400
423	3703	9397
424	3707	9377
425	3713	9361
426	3718	9343
427	3723	9327
428	3733	9320
429	3739	9305
430	3750	9302
431	3757	9290
432	3767	9283
433	3773	9267
434	3782	9259
435	3791	9252
436	3799	9241
437	3802	9219
438	3809	9207
439	3818	9200
440	3825	9185
441	3830	9170
442	3835	9151
443	3844	9143
444	3852	9133
445	3863	9131
446	3868	9112
447	3879	9109
448	3885	9095
449	3890	9078
450	3895	9061
451	3903	9049
452	3912	9042
453	3923	9038
454	3928	9022
455	3938	9017
456	3945	9004
457	3952	8992
458	3963	8990
459	3969	8975
460	3981	8973
461	3987	8959
462	3992	8942
463	3998	8926
464	4009	8924
465	4017	8915
466	4025	8903
467	4032	8893
468	4042	8886
469	4047	8870
470	4058	8866
471	4065	8854
472	4075	8849
473	4084	8840
474	4089	8825
475	4094	8809
476	4106	8807
477	4111	8791
478	4122	8787
479	4129	8774
480	4139	8770
481	4146	8758
482	4152	8743
483	4161	8734
484	4167	8722
485	4172	8706
486	4180	8695
487	4189	8687
488	4198	8679
489	4205	8668
490	4214	8660
491	4222	8651
492	4233	8646
493	4239	8634
494	4251	8631
495	4258	8620
496	4268	8613
497	4276	8603
498	4281	8588
499	4286	8573
500	4292	8558
501	4302	8552
502	4309	8541
503	4319	8535
504	4326	8524
505	4336	8518
506	4344	8508
507	4353	8501
508	4361	8490
509	4369	8482
510	4376	8470
511	4382	8456
512	4387	8441
513	4393	8427
514	4402	8420
515	4408	8407
516	4418	8401
517	4425	8389
518	4435	8382
519	4441	8370
520	4452	8366
521	4459	8355
522	4469	8349
523	4476	8338
524	4481	8323
525	4487	8308
526	4492	8295
527	4502	8288
528	4509	8276
529	4519	8271
530	4529	8265
531	4536	8254
532	4546	8249
533	4553	8236
534	4564	8233
535	4572	8224
536	4583	8218
537	4590	8208
538	4595	8194
539	4600	8179
540	4606	8165
541	4616	8159
542	4624	8149
543	4633	8143
544	4644	8139
545	4651	8127
546	4660	8119
547	4668	8110
548	4678	8104
549	4687	8095
550	4693	8083
551	4698	8069
552	4704	8055
553	4714	8049
554	4722	8040
555	4730	8032
556	4741	8027
557	4748	8016
558	4758	8011
559	4765	7999
560	4776	7995
561	4780	7979
562	4787	7967
563	4792	7953
564	4797	7939
565	4806	7931
566	4813	7919
567	4823	7914
568	4830	7902
569	4840	7897
570	4846	7885
571	4857	7881
572	4864	7869
573	4876	7866
574	4882	7854
575	4889	7842
576	4894	7829
577	4900	7817
578	4910	7810
579	4920	7804
580	4925	7791
581	4932	7780
582	4942	7773
583	4949	7762
584	4958	7755
585	4966	7745
586	4975	7738
587	4982	7727
588	4987	7714
589	4992	7700
590	5000	7690
591	5008	7681
592	5015	7671
593	5024	7663
594	5030	7651
595	5040	7644
596	5046	7633
597	5057	7627
598	5064	7618
599	5074	7611
600	5082	7602
601	5087	7589
602	5092	7576
603	5103	7571
604	5114	7566
605	5126	7562
606	5139	7561
607	5155	7563
608	5167	7559
609	5177	7553
610	5183	7542
611	5190	7530
612	5198	7521
613	5209	7516
614	5219	7510
615	5226	7500
616	5237	7495
617	5248	7490
618	5255	7480
619	5264	7472
620	5272	7463
621	5279	7451
622	5284	7438
623	5289	7425
624	5299	7418
625	5306	7408
626	5317	7403
627	5324	7393
628	5334	7387
629	5345	7381
630	5351	7370
631	5360	7362
632	5367	7351
633	5374	7341
634	5379	7328
635	5385	7315
636	5394	7308
637	5402	7298
638	5412	7293
639	5419	7282
640	5429	7276
641	5435	7263
642	5446	7259
643	5453	7248
644	5463	7242
645	5471	7233
646	5476	7220
647	5482	7208
648	5491	7200
649	5497	7189
650	5510	7186
651	5517	7175
652	5527	7169
653	5534	7158
654	5543	7151
655	5550	7140
656	5556	7129
657	5559	7113
658	5564	7100
659	5573	7093
660	5579	7082
661	5590	7076
662	5593	7062
663	5603	7055
664	5610	7045
665	5622	7040
666	5627	7028
667	5638	7022
668	5645	7013
669	5651	7001
670	5656	6988
671	5663	6977
672	5672	6970
673	5679	6960
674	5689	6953
675	5692	6939
676	5701	6930
677	5709	6922
678	5721	6918
679	5728	6907
680	5738	6901
681	5745	6891
682	5755	6885
683	5762	6874
684	5768	6862
685	5773	6850
686	5779	6838
687	5789	6832
688	5796	6822
689	5806	6816
690	5816	6809
691	5823	6799
692	5832	6791
693	5840	6782
694	5852	6778
695	5859	6768
696	5865	6757
697	5870	6744
698	5875	6732
699	5884	6725
700	5890	6713
701	5900	6707
702	5909	6699
703	5920	6693
704	5926	6683
705	5933	6672
706	5941	6664
707	5950	6656
708	5958	6647
709	5963	6635
710	5968	6623
711	5974	6611
712	5984	6605
713	5990	6595
714	6001	6588
715	6007	6578
716	6017	6571
717	6025	6563
718	6034	6555
719	6041	6545
720	6053	6539
721	6059	6529
722	6065	6518
723	6069	6505
724	6079	6498
725	6085	6487
726	6093	6479
727	6100	6469
728	6107	6459
729	6116	6451
730	6123	6441
731	6133	6434
732	6140	6425
733	6150	6418
734	6156	6408
735	6159	6393
736	6164	6382
737	6169	6370
738	6173	6357
739	6185	6353
740	6200	6350
741	6215	6349
742	6224	6342
743	6237	6337
744	6247	6330
745	6254	6321
746	6259	6309
747	6264	6298
748	6273	6290
749	6280	6280
750	6287	6271
751	6296	6263
752	6310	6260
753	6315	6248
754	6327	6243
755	6334	6234
756	6345	6227
757	6351	6217
758	6357	6206
759	6362	6194
760	6367	6183
761	6378	6177
762	6384	6167
763	6395	6161
764	6404	6153
765	6411	6143
766	6422	6137
767	6428	6126
768	6435	6117
769	6440	6105
770	6444	6093
771	6455	6087
772	6460	6075
773	6472	6070
774	6478	6060
775	6490	6055
776	6495	6044
777	6507	6038
778	6513	6028
779	6524	6022
780	6530	6012
781	6540	6005
782	6548	5996
783	6553	5985
784	6559	5974
785	6567	5966
786	6574	5956
787	6580	5945
788	6589	5938
789	6596	5928
790	6606	5921
791	6614	5912
792	6622	5904
793	6629	5894
794	6633	5882
795	6638	5871
796	6646	5862
797	6659	5858
798	6678	5858
799	6691	5854
800	6701	5847
801	6706	5837
802	6718	5831
803	6723	5820
804	6735	5814
805	6740	5804
806	6746	5793
807	6751	5782
808	6756	5771
809	6765	5763
810	6772	5754
811	6785	5748
812	6791	5738
813	6802	5732
814	6805	5719
815	6815	5713
816	6823	5704
817	6834	5697
818	6841	5688
819	6846	5677
820	6851	5666
821	6856	5655
822	6867	5649
823	6873	5639
824	6883	5631
825	6890	5622
826	6900	5615
827	6907	5605
828	6917	5599
829	6925	5590
830	6934	5582
831	6941	5573
832	6946	5562
833	6951	5551
834	6961	5543
835	6967	5533
836	6976	5526
837	6983	5516
838	6991	5508
839	6999	5499
840	7011	5494
841	7018	5484
842	7028	5477
843	7034	5467
844	7040	5457
845	7047	5448
846	7055	5439
847	7062	5430
848	7069	5420
849	7078	5413
850	7085	5404
851	7094	5396
852	7101	5386
853	7111	5379
854	7118	5369
855	7128	5363
856	7135	5353
857	7140	5343
858	7145	5332
859	7151	5321
860	7161	5315
861	7169	5306
862	7177	5297
863	7185	5289
864	7194	5281
865	7201	5272
866	7210	5264
867	7217	5255
868	7223	5244
869	7228	5234
870	7239	5227
871	7244	5217
872	7254	5209
873	7260	5200
874	7271	5194
875	7279	5185
876	7291	5179
877	7307	5177
878	7316	5168
879	7321	5158
880	7327	5148
881	7337	5141
882	7344	5132
883	7355	5125
884	7362	5116
885	7372	5109
886	7379	5099
887	7388	5092
888	7392	5080
889	7403	5074
890	7409	5064
891	7416	5054
892	7421	5044
893	7426	5033
894	7435	5026
895	7439	5015
896	7448	5007
897	7455	4998
898	7462	4988
899	7471	4981
900	7478	4972
901	7488	4964
902	7495	4955
903	7505	4948
904	7511	4938
905	7516	4928
906	7522	4917
907	7529	4909
908	7535	4899
909	7543	4890
910	7553	4883
911	7560	4874
912	7569	4866
913	7577	4858
914	7585	4849
915	7592	4840
916	7602	4833
917	7609	4824
918	7615	4814
919	7620	4804
920	7625	4794
921	7635	4786
922	7643	4777
923	7651	4769
924	7658	4760
925	7667	4752
926	7673	4743
927	7683	4736
928	7690	4727
929	7700	4719
930	7707	4710
931	7712	4700
932	7717	4690
933	7723	4680
934	7732	4672
935	7740	4664
936	7749	4656
937	7756	4647
938	7763	4638
939	7771	4629
940	7781	4622
941	7789	4614
942	7796	4605
943	7803	4595
944	7808	4586
945	7813	4575
946	7819	4565
947	7829	4558
948	7837	4550
949	7846	4542
950	7853	4533
951	7864	4526
952	7871	4518
953	7880	4510
954	7887	4501
955	7898	4494
956	7904	4485
957	7910	4475
958	7915	4465
959	7923	4457
960	7930	4448
961	7940	4440
962	7946	4431
963	7953	4422
964	7963	4414
965	7972	4407
966	7979	4398
967	7985	4388
968	7994	4380
969	8001	4371
970	8007	4362
971	8012	4352
972	8022	4345
973	8028	4335
974	8041	4329
975	8047	4320
976	8058	4313
977	8065	4304
978	8075	4297
979	8084	4289
980	8092	4281
981	8100	4273
982	8106	4263
983	8113	4254
984	8125	4248
985	8132	4239
986	8144	4232
987	8155	4226
988	8160	4216
989	8167	4207
990	8177	4200
991	8187	4193
992	8192	4182
993	8199	4173
994	8204	4164
995	8209	4154
996	8218	4146
997	8226	4138
998	8233	4129
999	8243	4121
1000	8254	4114
1001	8264	4107
1002	8272	4099
1003	8277	4089
1004	8283	4080
1005	8288	4070
1006	8298	4062
1007	8306	4054
1008	8313	4045
1009	8321	4037
1010	8330	4029
1011	8333	4018
1012	8339	4009
1013	8342	3998
1014	8352	3991
1015	8363	3984
1016	8370	3975
1017	8375	3965
1018	8380	3956
1019	8385	3946
1020	8397	3939
1021	8402	3930
1022	8413	3922
1023	8419	3913
1024	8430	3906
1025	8436	3897
1026	8442	3888
1027	8447	3878
1028	8452	3869
1029	8463	3861
1030	8468	3852
1031	8474	3842
1032	8479	3833
1033	8485	3824
1034	8495	3816
1035	8501	3807
1036	8510	3799
1037	8520	3792
1038	8528	3784
1039	8534	3775
1040	8538	3764
1041	8543	3755
1042	8546	3744
1043	8555	3737
1044	8559	3727
1045	8566	3718
1046	8571	3708
1047	8577	3699
1048	8586	3691
1049	8592	3682
1050	8597	3672
1051	8607	3665
1052	8613	3656
1053	8623	3648
1054	8626	3638
1055	8638	3631
1056	8643	3622
1057	8651	3614
1058	8658	3605
1059	8668	3598
1060	8673	3588
1061	8680	3580
1062	8690	3572
1063	8695	3563
1064	8705	3555
1065	8711	3546
1066	8721	3539
1067	8728	3530
1068	8738	3523
1069	8745	3514
1070	8750	3505
1071	8756	3495
1072	8763	3487
1073	8771	3479
1074	8777	3470
1075	8788	3463
1076	8795	3454
1077	8805	3447
1078	8812	3438
1079	8818	3429
1080	8826	3421
1081	8836	3413
1082	8842	3404
1083	8853	3397
1084	8859	3388
1085	8866	3380
1086	8871	3370
1087	8876	3361
1088	8886	3353
1089	8892	3344
1090	8900	3336
1091	8908	3328
1092	8914	3319
1093	8923	3311
1094	8930	3303
1095	8939	3295
1096	8946	3286
1097	8955	3278
1098	8963	3270
1099	8972	3262
1100	8979	3254
1101	8983	3244
1102	8988	3235
1103	8993	3225
1104	9002	3218
1105	9008	3209
1106	9019	3202
1107	9027	3193
1108	9038	3186
1109	9044	3177
1110	9054	3170
1111	9062	3162
1112	9071	3154
1113	9078	3145
1114	9083	3136
1115	9087	3126
1116	9093	3117
1117	9103	3110
1118	9108	3101
1119	9118	3093
1120	9124	3085
1121	9135	3077
1122	9141	3068
1123	9152	3061
1124	9158	3052
1125	9165	3044
1126	9174	3036
1127	9180	3027
1128	9185	3018
1129	9190	3009
1130	9200	3001
1131	9204	2992
1132	9215	2985
1133	9219	2975
1134	9230	2968
1135	9236	2959
1136	9244	2951
1137	9252	2943
1138	9265	2936
1139	9273	2928
1140	9278	2919
1141	9283	2910
1142	9289	2901
1143	9298	2893
1144	9305	2885
1145	9315	2877
1146	9322	2869
1147	9332	2861
1148	9339	2853
1149	9348	2845
1150	9355	2836
1151	9365	2829
1152	9372	2820
1153	9377	2811
1154	9383	2802
1155	9388	2793
1156	9397	2786
1157	9407	2778
1158	9413	2769
1159	9420	2761
1160	9430	2753
1161	9439	2745
1162	9447	2737
1163	9454	2729
1164	9463	2721
1165	9470	2712
1166	9475	2703
1167	9480	2694
1168	9485	2685
1169	9495	2678
1170	9502	2669
1171	9512	2662
1172	9520	2653
1173	9529	2646
1174	9537	2638
1175	9546	2630
1176	9555	2622
1177	9562	2613
1178	9569	2605
1179	9574	2596
1180	9580	2587
1181	9590	2580
1182	9595	2571
1183	9606	2563
1184	9612	2555
1185	9622	2547
1186	9627	2538
1187	9636	2530
1188	9642	2522
1189	9651	2514
1190	9659	2506
1191	9666	2497
1192	9671	2488
1193	9676	2479
1194	9681	2470
1195	9691	2463
1196	9698	2455
1197	9708	2447
1198	9715	2438
1199	9725	2431
1200	9735	2423
1201	9739	2414
1202	9746	2406
1203	9756	2398
1204	9762	2390
1205	9767	2381
1206	9772	2372
1207	9777	2363
1208	9785	2355
1209	9793	2347
1210	9797	2338
1211	9807	2330
1212	9818	2323
1213	9825	2314
1214	9834	2306
1215	9841	2298
1216	9852	2291
1217	9859	2282
1218	9864	2273
1219	9869	2265
1220	9874	2256
1221	9885	2248
1222	9892	2240
1223	9901	2232
1224	9909	2224
1225	9920	2217
1226	9928	2208
1227	9937	2201
1228	9944	2192
1229	9954	2185
1230	9960	2176
1231	9965	2167
1232	9971	2159
1233	9976	2150
1234	9985	2142
1235	9992	2134
1236	10001	2126
1237	10009	2118
1238	10019	2110
1239	10030	2103
1240	10037	2094
1241	10043	2086
1242	10048	2077
1243	10053	2068
1244	10064	2061
1245	10071	2053
1246	10082	2045
1247	10085	2036
1248	10095	2028
1249	10101	2020
1250	10112	2012
1251	10120	2004
1252	10131	1997
1253	10136	1988
1254	10141	1979
1255	10146	1971
1256	10151	1962
1257	10159	1954
1258	10166	1946
1259	10177	1938
1260	10181	1929
1261	10188	1921
1262	10198	1913
1263	10206	1905
1264	10215	1897
1265	10227	1890
1266	10233	1881
1267	10240	1873
1268	10245	1865
1269	10250	1856
1270	10260	1848
1271	10266	1840
1272	10277	1832
1273	10284	1824
1274	10294	1816
1275	10301	1808
1276	10311	1800
1277	10319	1792
1278	10328	1784
1279	10335	1776
1280	10339	1767
1281	10344	1759
1282	10350	1750
1283	10360	1742
1284	10366	1734
1285	10376	1726
1286	10385	1718
1287	10393	1710
1288	10402	1702
1289	10409	1694
1290	10420	1686
1291	10429	1679
1292	10439	1671
1293	10443	1662
1294	10450	1654
1295	10454	1645
1296	10459	1637
1297	10468	1629
1298	10475	1620
1299	10482	1612
1300	10492	1604
1301	10499	1596
1302	10509	1588
1303	10516	1580
1304	10526	1572
1305	10533	1564
1306	10543	1556
1307	10550	1548
1308	10555	1540
1309	10558	1531
1310	10564	1523
1311	10574	1515
1312	10582	1507
1313	10591	1499
1314	10597	1490
1315	10606	1482
1316	10612	1474
1317	10623	1466
1318	10630	1458
1319	10639	1450
1320	10645	1442
1321	10651	1434
1322	10656	1425
1323	10662	1417
1324	10672	1409
1325	10679	1401
1326	10689	1393
1327	10695	1385
1328	10705	1377
1329	10715	1369
1330	10722	1361
1331	10728	1353
1332	10737	1345
1333	10741	1336
1334	10745	1328
1335	10750	1319
1336	10753	1310
1337	10758	1302
1338	10769	1294
1339	10776	1286
1340	10788	1279
1341	10792	1270
1342	10803	1262
1343	10810	1254
1344	10819	1246
1345	10826	1238
1346	10837	1231
1347	10845	1222
1348	10850	1214
1349	10855	1206
1350	10863	1198
1351	10871	1190
1352	10882	1182
1353	10886	1173
1354	10896	1166
1355	10902	1157
1356	10914	1150
1357	10921	1142
1358	10927	1133
1359	10934	1125
1360	10941	1117
1361	10946	1109
1362	10951	1100
1363	10960	1092
1364	10967	1084
1365	10972	1076
1366	10982	1068
1367	10989	1060
1368	11001	1052
1369	11008	1044
1370	11017	1036
1371	11025	1028
1372	11033	1020
1373	11038	1012
1374	11043	1003
1375	11047	995
1376	11053	987
1377	11061	979
1378	11070	971
1379	11079	963
1380	11084	955
1381	11093	947
1382	11099	938
1383	11107	930
1384	11115	922
1385	11122	914
1386	11127	906
1387	11133	898
1388	11138	890
1389	11147	882
1390	11154	874
1391	11163	866
1392	11174	858
1393	11181	850
1394	11192	842
1395	11198	834
1396	11209	826
1397	11216	818
1398	11222	810
1399	11227	801
1400	11232	793
1401	11242	785
1402	11249	777
1403	11260	769
1404	11266	761
1405	11276	753
1406	11283	745
1407	11292	737
1408	11300	729
1409	11309	721
1410	11315	713
1411	11323	705
1412	11334	697
1413	11340	689
1414	11344	681
1415	11355	673
1416	11362	665
1417	11369	657
1418	11374	649
1419	11381	641
1420	11391	633
1421	11398	625
1422	11408	617
1423	11415	609
1424	11424	601
1425	11431	593
1426	11435	585
1427	11441	576
1428	11446	568
1429	11456	560
1430	11463	552
1431	11473	544
1432	11481	536
1433	11491	528
1434	11501	520
1435	11505	512
1436	11512	504
1437	11518	496
1438	11524	488
1439	11532	480
1440	11539	472
1441	11544	464
1442	11553	456
1443	11560	448
1444	11571	440
1445	11578	432
1446	11585	424
1447	11593	416
1448	11602	408
1449	11611	400
1450	11618	392
1451	11632	384
1452	11651	376
1453	11659	368
1454	11670	360
1455	11677	352
1456	11685	344
1457	11690	336
1458	11701	328
1459	11707	320
1460	11718	312
1461	11725	304
1462	11731	296
1463	11736	288
1464	11747	280
1465	11753	272
1466	11762	264
1467	11769	256
1468	11779	248
1469	11787	240
1470	11798	232
1471	11805	224
1472	11815	216
1473	11823	208
1474	11828	200
1475	11833	192
1476	11838	184
1477	11848	176
1478	11857	168
1479	11867	160
1480	11876	152
1481	11885	144
1482	11894	136
1483	11900	128
1484	11907	120
1485	11912	112
1486	11917	104
1487	11927	96
1488	11933	88
1489	11945	80
1490	11951	72
1491	11962	64
1492	11970	56
1493	11980	48
1494	11992	40
1495	11998	32
1496	12005	24
1497	12011	16
1498	12016	8
1499	12026	0
