mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0686647891998291,0.020829577739162698,0.01938462257385254,0.006879317994298518,0.1,{'model__alpha': 0.1},0.9995155930293238,0.9286445702982659,0.9995270228150973,0.9995124223074726,0.9995116372648352,0.9853422491429991,0.02834883995752762,4
0.05012998580932617,0.0073832132329410905,0.017771816253662108,0.002183207818284308,1.0,{'model__alpha': 1.0},0.9995134307236954,0.9286549859663161,0.9995249310541615,0.9995102798675757,0.999509469721519,0.9853426194666536,0.02834381729018193,3
0.04890341758728027,0.004559985300634877,0.01673464775085449,0.0014574902692065655,10.0,{'model__alpha': 10.0},0.9994915877874054,0.9287582350292224,0.9995037966212644,0.9994886426619536,0.9994875780686571,0.9853459680337006,0.028293867092141253,2
0.0550483226776123,0.005277732595558087,0.019280529022216795,0.0016724356114994118,100.0,{'model__alpha': 100.0},0.9992518444699918,0.9297078266487441,0.9992713506844378,0.999251546163154,0.9992476652132528,0.9853460466359161,0.027819111221455937,1
