date,opérateur,secteur_d'activité,région,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,consommation_journalière_(mwh_-_pcs_0°c),statut,movement_social
2018-11-15,GRTgaz,GRD/ELD,Hauts-de-France,6880.095246,6528.268021,6144.566962,5664.628031,4918.453621,4395.030464,4266.490537,4279.116554,4390.468604,4533.417532,4939.456881,6111.698273,8240.958654,8290.536484,7768.24534,7251.573113,6996.23103,7001.817276,6694.593526,6445.448801,6321.526906,6378.954872,6741.885649,6930.526476,148113.988853,Définitif,False
2018-11-15,GRTgaz,GRD/ELD,Bretagne,2110.896535,2059.767997,1990.815709,1870.148193,1721.481878,1594.060362,1572.734999,1558.736707,1574.415052,1627.553883,1740.111252,2039.685117,2722.542402,2810.8388,2696.26068,2554.029722,2450.02585,2370.913343,2191.167608,2121.721745,2048.25825,1913.272717,1936.700019,2039.311112,49315.449932,Définitif,False
2018-11-17,GRTgaz,GRD/ELD,Centre-Val de Loire,2282.107402,2278.606575,2231.383763,2202.3322,2075.710309,1924.644254,1898.421268,1935.291554,2007.143836,2073.493165,2199.282002,2429.778232,2354.717394,2379.996744,2436.105238,2439.136635,2397.467744,2364.863435,2284.439556,2140.345876,2062.811052,2052.980156,2158.093871,2248.32838,52857.480641,Définitif,False
2018-11-17,GRTgaz,GRD/ELD,Grand Est,6524.794048,6443.147601,6301.118125,6102.402435,5460.846282,5047.194942,5016.79569,5122.599962,5238.81856,5409.557158,5713.756771,6473.422754,7803.767325,7814.03825,7774.494379,7371.517038,6882.596213,6468.399199,6018.304117,5615.152681,5439.034547,5549.546154,5995.559877,6464.507308,148051.371416,Définitif,False
2018-11-17,GRTgaz,GRD/ELD,Provence-Alpes-Côte d'Azur,2361.237249,2390.441883,2327.5072,2204.652624,1987.611119,1778.571306,1748.763151,1771.266993,1811.160586,1859.414963,1980.545648,2231.050493,2164.780198,2148.099034,2197.020741,2223.986347,2187.381984,2185.625397,2148.174493,2077.739885,2016.940684,2014.938904,2113.333418,2238.042596,50168.286896,Définitif,False
2018-11-18,GRTgaz,GRD/ELD,Auvergne-Rhône-Alpes,6741.536992,6697.848635,6476.480122,6185.705608,5478.494884,5029.639648,5052.468614,5122.869259,5259.76533,5528.240217,6166.568983,7457.696082,6847.465941,6872.015806,6916.027351,6789.212135,6571.256841,6346.371799,5936.648621,5548.459774,5329.603623,5397.032588,5880.88158,6421.548104,146053.838537,Définitif,False
2018-11-18,GRTgaz,GRD/ELD,Provence-Alpes-Côte d'Azur,2712.989094,2711.17929,2678.522967,2549.721322,2294.5119,2108.243648,2125.855444,2164.106307,2216.312499,2334.410566,2481.30999,2901.671677,2608.275956,2651.539964,2723.395667,2585.408648,2414.283042,2273.156131,2176.783905,2013.387908,1918.351989,1948.100023,2148.699356,2459.243025,57199.460318,Définitif,False
2018-11-19,GRTgaz,GRD/ELD,Bretagne,3336.400774,3207.780131,3084.50908,2919.998374,2647.653356,2414.594152,2453.004398,2482.968465,2524.383294,2626.476695,2843.3231,3271.290959,3680.002955,3924.990973,3857.181529,3653.507414,3395.730426,3251.566433,2991.879079,2916.682452,2853.695018,2863.086507,3043.486151,3295.453211,73539.644926,Définitif,False
2018-11-20,GRTgaz,GRD/ELD,Bourgogne-Franche-Comté,3699.428888,3603.386094,3475.082245,3344.626283,3014.618286,2809.496,2805.598792,2861.577461,2928.004986,3038.912869,3251.430485,3735.522685,4458.86535,4526.825031,4421.480774,4301.299438,4186.817775,4144.523272,3912.277577,3797.134451,3745.879402,3704.715669,3787.180225,3790.699269,87345.383307,Définitif,False
2018-11-21,GRTgaz,GRD/ELD,Île-de-France,16176.056536,16186.259328,15735.36722,14974.412497,13400.598987,12106.512241,11753.386815,11850.125987,12096.350245,12511.195079,13259.780244,14834.930166,18933.572114,19692.956363,19399.858468,18595.062292,17564.116669,16712.019872,15700.125359,14828.406889,14233.682192,14331.593951,15126.902652,15960.724669,365963.996835,Définitif,False
2018-11-21,GRTgaz,GRD/ELD,Bourgogne-Franche-Comté,3583.099484,3519.553102,3416.682617,3230.606438,2871.210047,2655.453848,2664.827697,2709.370618,2775.356467,2886.577943,3114.347931,3538.874315,4297.978818,4529.030888,4442.197527,4306.266603,4132.815327,4004.75458,3760.872533,3623.519335,3541.569847,3525.928337,3588.289865,3614.766666,84333.950833,Définitif,False
2018-11-21,GRTgaz,GRD/ELD,Bretagne,3354.522323,3293.770133,3217.949856,3093.451338,2824.063807,2594.636332,2583.789483,2643.383053,2691.490916,2802.859319,2984.429865,3363.277822,4034.708443,4247.19936,4172.618163,4031.966715,3774.769097,3534.686186,3233.543958,3097.6895,3016.691775,2975.92354,3132.002896,3304.614915,78004.038795,Définitif,False
2018-11-24,GRTgaz,GRD/ELD,Nouvelle-Aquitaine,1890.576462,1873.285834,1847.450053,1778.568352,1641.250357,1492.965262,1469.412007,1458.551339,1486.063973,1521.108937,1568.010382,1757.808705,2379.677965,2339.429195,2318.521154,2230.47201,2125.587176,1981.934976,1877.092484,1726.706359,1668.161814,1623.060059,1670.784074,1826.113925,43552.592854,Définitif,False
2018-11-24,GRTgaz,GRD/ELD,Occitanie,894.290923,900.114339,877.584447,827.120374,775.560132,686.542259,660.660159,657.780759,681.060434,684.81731,718.935853,821.165097,1015.224809,1044.564384,1068.036737,988.153796,876.806247,800.287889,733.335032,677.054052,627.950869,626.929006,700.369443,826.813413,19171.157763,Définitif,False
2018-11-25,GRTgaz,GRD/ELD,Nouvelle-Aquitaine,2021.065432,1976.705328,1901.30496,1815.736252,1652.510243,1505.912339,1527.103207,1522.944485,1579.371614,1642.770922,1800.18833,2123.041412,2179.226805,2125.942802,2095.137132,2094.042994,2076.222701,2050.916823,1989.840722,1918.137815,1876.214809,1861.098791,1916.339829,1988.411214,45240.186961,Définitif,False
2018-11-25,GRTgaz,GRD/ELD,Auvergne-Rhône-Alpes,6909.363076,6850.778145,6692.487071,6389.416031,5674.231975,5142.355687,5179.307649,5210.260489,5364.008765,5614.229933,6200.572156,7469.413332,7715.052803,7729.690328,7692.891771,7471.605693,7208.275937,7000.811669,6783.950562,6488.632315,6342.368595,6282.291457,6450.262493,6712.191608,156574.44954,Définitif,False
2018-11-27,GRTgaz,GRD/ELD,Normandie,3502.039609,3336.880944,3148.215534,2941.345769,2616.610426,2381.036286,2303.826811,2279.354107,2294.141498,2334.599617,2455.041736,2845.799877,4320.503022,4425.433269,4267.440298,4097.953245,3900.808114,3799.922201,3722.620809,3627.130593,3583.034062,3563.43146,3598.657857,3560.481717,78906.308861,Définitif,False
2018-11-27,GRTgaz,GRD/ELD,Pays de la Loire,3324.607481,3208.897876,3012.493673,2800.417812,2500.755857,2231.561118,2130.617187,2150.994083,2157.143405,2213.744407,2403.935427,2871.698796,4684.269926,4845.793135,4534.036683,4263.297734,4072.22365,3936.053686,3618.006263,3496.516607,3430.447178,3308.668168,3393.560064,3397.83738,77987.577596,Définitif,False
2018-11-29,GRTgaz,GRD/ELD,Hauts-de-France,6536.634272,6266.165252,5872.933253,5467.331066,4745.429475,4204.344398,4013.965025,4079.031748,4144.165969,4336.912004,4811.962468,5975.498204,8077.899747,8061.674192,7446.573404,7055.569312,6935.08009,7038.52519,6680.124383,6260.631576,6001.100904,6039.042897,6358.977135,6495.353225,142904.925189,Définitif,False
2018-11-29,GRTgaz,GRD/ELD,Grand Est,6874.484152,6691.781457,6462.498402,6075.911211,5290.438472,4735.724653,4684.670608,4683.589079,4726.664582,4850.139774,5250.992921,6278.147262,8546.583575,8452.692134,7971.342906,7528.409673,7350.272794,7275.228655,6851.012635,6640.511294,6413.083265,6371.089363,6786.049973,6947.286814,153738.605654,Définitif,False
2018-12-01,GRTgaz,GRD/ELD,Bourgogne-Franche-Comté,2672.116528,2617.216684,2558.648673,2440.807784,2193.658825,2021.293843,1975.285605,1971.958526,1992.856232,2026.081736,2116.276522,2358.518827,3092.170188,3087.879643,3079.630642,3014.780636,2861.320992,2723.581649,2580.218584,2479.060102,2463.56257,2498.621592,2568.478386,2653.614509,60047.639278,Définitif,False
2018-12-02,GRTgaz,GRD/ELD,Pays de la Loire,2064.59633,2041.134439,1942.16706,1871.967249,1683.287847,1568.539077,1559.034058,1583.494566,1603.843535,1698.642979,1907.647099,2296.502218,2253.106533,2190.642624,2160.88433,2180.017247,2193.783119,2163.990626,2077.688527,2008.945118,1924.332896,1901.264552,1931.77746,1982.795611,46790.0851,Définitif,False
2018-12-02,GRTgaz,GRD/ELD,Bretagne,1790.789128,1759.346365,1686.9331,1593.025392,1488.423024,1398.858877,1391.207238,1402.876489,1440.909669,1509.568656,1638.953347,1970.711308,1882.722333,1842.938262,1828.731201,1843.767975,1861.534739,1851.831612,1805.131433,1711.855885,1661.047904,1641.779024,1669.960462,1737.355773,40410.259196,Définitif,False
2018-12-04,GRTgaz,GRD/ELD,Auvergne-Rhône-Alpes,5890.590833,5938.189404,5818.175907,5553.685526,4983.103623,4619.191145,4618.690159,4716.963433,4843.097434,5009.915267,5587.539619,6961.958506,7550.272911,7584.642742,7114.349642,6606.716435,6127.560473,5782.890083,5276.168355,5087.152854,4875.264765,4858.415091,5320.971245,5725.669138,136451.17459,Définitif,False
2018-12-05,GRTgaz,GRD/ELD,Île-de-France,9927.167742,9965.907651,9549.69394,9094.98664,8139.764563,7357.476873,6975.054161,6791.552939,6807.282328,6917.922635,7382.881032,8655.585127,11795.901806,11867.155221,11243.795965,10768.813725,10443.223083,10242.566251,9850.089524,9399.466191,8902.492911,8724.739246,9243.94723,9667.269667,219714.736451,Définitif,False
2018-12-06,GRTgaz,GRD/ELD,Pays de la Loire,2677.880712,2619.64423,2491.252316,2324.22649,2148.161758,1955.339646,1884.463199,1897.605938,1899.366551,1984.89282,2150.356079,2539.826403,3295.150945,3380.13045,3126.259652,2908.610523,2817.927968,2804.12309,2640.218521,2546.790291,2503.864562,2466.436058,2569.030487,2651.380069,60282.938758,Définitif,False
2018-12-08,GRTgaz,GRD/ELD,Bourgogne-Franche-Comté,2670.780815,2619.933058,2551.945237,2418.322561,2167.627562,1943.520191,1883.344799,1860.466345,1892.826615,1961.315147,2103.103831,2342.14402,3065.609169,3030.448672,3033.10332,2981.383169,2933.230832,2856.572655,2768.551486,2677.711829,2610.616379,2601.173776,2607.059421,2656.79144,60237.582329,Définitif,False
2018-12-09,GRTgaz,GRD/ELD,Hauts-de-France,6463.648751,6347.454503,6057.561608,5757.198478,5117.28925,4583.905186,4490.074688,4629.175789,4764.165565,5025.947648,5571.968308,6787.391153,6464.2745,6715.48508,6745.761323,6683.411292,6501.04595,6397.061226,6130.989039,5675.511722,5588.6922,5668.833223,5995.87974,6316.421503,140479.147725,Définitif,False
2018-12-09,GRTgaz,GRD/ELD,Grand Est,6156.578892,6105.539124,5966.888962,5697.709136,5048.697038,4568.914414,4634.832982,4711.052,4790.387214,5003.223074,5497.583138,6653.322286,6427.648524,6368.153093,6428.998675,6418.173584,6361.379988,6310.187019,6113.531708,5932.84037,5866.261983,5790.401173,5918.4718,6065.730962,138836.507139,Définitif,False
2018-12-10,GRTgaz,GRD/ELD,Grand Est,7345.080519,7206.157162,6853.315155,6558.271565,5727.67922,5269.481037,5312.464929,5440.421839,5629.890359,5903.843141,6399.41938,7503.158673,8495.198936,8434.837894,8109.194463,7763.586694,7483.616669,7414.435764,7031.707643,6861.32559,6819.340472,6806.400166,7218.12427,7366.641235,164953.592775,Définitif,False
2018-12-10,GRTgaz,GRD/ELD,Bretagne,2792.623969,2752.29281,2641.5541,2549.871943,2356.663844,2185.920732,2156.270517,2177.290197,2237.695348,2323.479852,2516.247392,2932.060751,3354.24189,3535.854508,3423.495714,3276.673667,3093.116986,2981.248154,2687.381736,2513.379363,2470.283166,2422.177734,2602.31828,2747.687656,64729.830309,Définitif,False
2018-12-11,GRTgaz,GRD/ELD,Bretagne,3092.745489,2995.071215,2854.19145,2688.784941,2440.79015,2226.671823,2193.135161,2215.183045,2245.993636,2331.983395,2485.146333,2872.28127,3718.436743,3925.914809,3846.885052,3684.251656,3510.469353,3371.842718,3078.244613,2988.320988,2946.03788,2889.270567,3009.102869,3107.571448,70718.326604,Définitif,False
2018-12-11,GRTgaz,GRD/ELD,Nouvelle-Aquitaine,2411.693917,2379.100978,2327.843245,2248.642114,2067.364333,1885.854378,1875.059361,1932.728487,1977.27788,2081.675631,2226.063497,2557.466143,3142.343282,3191.36649,3155.614139,3025.021997,2795.194487,2617.249403,2364.120473,2201.018392,2123.282915,2090.802453,2258.282729,2398.845726,57333.91245,Définitif,False
2018-12-12,GRTgaz,GRD/ELD,Centre-Val de Loire,3155.978919,3126.035221,3073.63185,2970.195508,2766.080612,2575.962247,2603.548178,2656.153166,2781.227479,2888.903456,3107.063744,3403.089979,3617.065122,3683.21655,3670.901911,3616.172057,3502.476954,3362.34994,3083.097722,2899.827215,2855.363957,2843.18905,2998.751755,3127.810412,74368.093004,Définitif,False
2018-12-13,GRTgaz,GRD/ELD,Normandie,4482.54011,4366.032401,4251.567631,4093.075233,3795.657422,3542.815877,3572.402397,3660.409626,3790.077875,3945.616525,4155.367007,4585.906555,5004.926144,5139.917232,4986.210445,4904.055586,4811.103108,4674.5396,4372.618573,4159.406708,4095.631232,4181.410706,4403.149809,4524.604841,103499.042643,Définitif,False
2018-12-14,GRTgaz,GRD/ELD,Bretagne,3707.738084,3578.691782,3428.709082,3268.853027,2979.843664,2704.935471,2654.686494,2684.982283,2724.022959,2736.974591,2794.294272,2986.975169,4257.130043,4535.120614,4449.715344,4401.363475,4283.142856,4177.247635,3884.597563,3796.895151,3754.246194,3698.504581,3776.091148,3793.393741,85058.155223,Définitif,False
2018-12-15,GRTgaz,GRD/ELD,Hauts-de-France,10357.34927,10090.144788,9829.159933,9364.855134,8479.577772,7548.03133,7314.685036,7334.302006,7318.802708,7460.788709,7647.131364,8189.182331,10610.624652,11156.504141,11330.568645,11283.434845,10978.052318,10731.792797,10538.644599,10322.208258,10244.740103,10296.242069,10467.857553,10530.355605,229425.035966,Définitif,False
2018-12-15,GRTgaz,GRD/ELD,Nouvelle-Aquitaine,2501.493343,2424.781713,2299.637446,2156.636217,1935.887778,1689.491302,1679.457734,1671.850375,1705.2336,1736.336501,1797.769816,1998.86054,3141.336579,3150.723537,3132.008541,3119.263168,3054.915506,2981.18561,2877.172153,2761.129208,2672.875503,2622.183017,2568.092319,2570.158,58248.479506,Définitif,False
2018-12-15,GRTgaz,GRD/ELD,Auvergne-Rhône-Alpes,8883.597927,8689.870195,8416.903593,8026.528958,7204.058624,6602.845797,6494.987535,6493.66487,6482.921474,6492.257271,6732.009248,7338.538833,10034.502268,10237.747452,10367.326689,10280.20698,9864.199418,9474.7269,8959.034808,8759.843852,8659.146859,8624.709607,8802.737379,8934.158921,200856.525458,Définitif,False
2018-12-16,GRTgaz,GRD/ELD,Centre-Val de Loire,2536.746306,2517.433593,2449.271913,2360.642084,2161.563992,2004.444999,2043.306642,2091.499254,2169.49491,2290.58787,2490.63441,2887.41896,2953.171251,2950.724414,2923.775244,2914.842912,2839.315233,2740.469217,2597.554717,2458.302705,2385.1946,2365.923856,2425.114512,2486.781978,60044.215572,Définitif,False
2018-12-16,GRTgaz,GRD/ELD,Occitanie,1330.714681,1317.83758,1260.127901,1182.255793,1068.185174,909.490294,883.896611,883.347623,895.119631,929.00731,1011.226471,1183.731648,1318.332656,1347.860836,1381.202537,1412.404479,1414.876953,1411.385789,1377.925057,1334.417812,1284.012607,1265.598363,1285.969006,1318.781042,29007.707854,Définitif,False
2018-12-17,GRTgaz,GRD/ELD,Grand Est,8165.61843,7955.321277,7671.98858,7189.091522,6299.271764,5753.318308,5771.56958,5931.921229,6112.495024,6394.343859,6907.267611,8027.48034,9898.722278,9901.091426,9610.489755,9215.117283,9045.360144,8836.129193,8410.64609,8196.322853,8039.200532,7993.292488,8122.991619,8224.475187,187673.526372,Définitif,False
2018-12-17,GRTgaz,GRD/ELD,Nouvelle-Aquitaine,2235.665978,2206.99837,2126.776689,2026.969057,1850.9037,1667.275578,1692.683332,1732.817137,1804.490668,1899.027261,2072.70498,2422.068896,3028.953384,3083.449182,3025.821768,2869.935306,2599.608295,2456.723735,2224.433108,2108.116141,2057.261163,2093.611335,2186.589079,2251.888151,53724.772293,Définitif,False
2018-12-17,GRTgaz,GRD/ELD,Provence-Alpes-Côte d'Azur,3519.94345,3587.168584,3489.387567,3307.886131,2968.815833,2672.212856,2652.861453,2697.383234,2763.474,2864.208868,3063.884739,3493.1231,3909.009172,4105.3354,4052.990442,3846.79144,3632.680857,3439.520488,3202.135619,3071.605652,2910.808449,2919.075023,3224.678802,3393.041613,78788.022772,Définitif,False
2018-12-18,GRTgaz,GRD/ELD,Nouvelle-Aquitaine,2325.320778,2246.5908,2118.872939,1989.672667,1782.951787,1588.722712,1580.303173,1574.518623,1598.66025,1687.776846,1812.744227,2106.923772,3106.056198,3182.76585,3102.681613,2948.826177,2827.308331,2723.930669,2507.058135,2395.353876,2364.213078,2318.621872,2382.812604,2375.648878,54648.335855,Définitif,False
2018-12-19,GRTgaz,GRD/ELD,Grand Est,7262.40234,7088.237644,6827.704673,6429.025453,5572.421273,5028.812951,4976.379703,4973.666478,5069.202213,5236.717823,5694.496711,6761.433435,9177.856739,9099.546747,8614.456704,8342.50073,8039.018613,7763.509486,7394.736019,7127.278115,6927.575564,6986.819911,7164.322741,7271.039649,164829.161715,Définitif,False
2018-12-19,GRTgaz,GRD/ELD,Pays de la Loire,3632.17678,3583.185853,3446.580571,3259.54863,2996.85872,2707.928886,2619.437555,2651.620131,2715.393085,2803.030804,3023.057606,3519.986257,4367.182274,4550.970072,4297.593484,4130.233965,3951.539989,3793.911277,3545.396292,3469.61088,3339.362716,3343.919886,3433.508397,3555.859158,82737.893268,Définitif,False
2018-12-20,GRTgaz,GRD/ELD,Normandie,3288.520302,3168.283675,3020.06208,2827.553379,2539.833082,2300.993703,2242.21855,2207.9761,2187.198135,2222.187485,2353.960556,2700.21184,4124.0853,4200.721539,4051.558338,3913.324535,3667.001579,3464.064571,3209.762015,3043.331326,2957.090398,3010.377245,3220.180931,3322.685688,73243.182352,Définitif,False
2018-12-21,GRTgaz,GRD/ELD,Grand Est,5893.814588,5693.578952,5455.041546,5140.592161,4463.168348,3964.541773,3835.561129,3774.631529,3793.560549,3863.039736,4102.528969,4768.605067,8220.455042,7995.245756,7592.797617,7339.720409,7179.460079,7018.484706,6769.97593,6438.129497,6138.270869,5972.293319,6028.987009,5997.916196,137440.400776,Définitif,False
2018-12-21,GRTgaz,GRD/ELD,Occitanie,1162.409815,1129.801901,1077.759055,1024.971145,907.377567,774.776972,736.717747,717.433467,724.341134,733.254933,757.446742,851.030196,1464.287793,1523.38276,1482.790314,1391.26378,1304.955418,1263.373912,1215.241826,1140.939137,1056.664668,1075.956012,1126.052546,1166.357673,25808.586513,Définitif,False
2018-12-22,GRTgaz,GRD/ELD,Grand Est,5346.3832,5216.84548,5086.765949,4874.130962,4358.73904,3938.933224,3843.83714,3815.53645,3867.852736,3920.985339,4169.400571,4760.126407,6045.212211,5978.677587,5966.51188,5873.996609,5703.33734,5597.170609,5360.635861,5156.417566,5058.648479,5057.754208,5197.466724,5286.557157,119481.922729,Définitif,False
2018-12-22,GRTgaz,GRD/ELD,Occitanie,872.061245,861.522918,836.371082,771.585958,710.674159,619.505279,584.558929,568.681915,574.306378,583.668614,614.340901,707.264031,1102.23144,1124.124178,1154.817745,1136.381119,1054.690002,985.303358,923.086755,834.691446,766.637256,760.077015,796.199355,858.643856,19801.424934,Définitif,False
2018-12-22,GRTgaz,GRD/ELD,Provence-Alpes-Côte d'Azur,2699.725501,2747.248487,2677.850452,2555.196126,2333.276165,2065.133556,2040.234678,2037.63425,2050.537499,2050.141633,2171.07427,2399.588387,3049.561239,3110.675276,3183.521411,3106.95632,2909.703407,2688.520371,2528.423647,2379.453688,2224.538247,2208.914515,2358.005981,2606.523964,60182.43907,Définitif,False
2018-12-23,GRTgaz,GRD/ELD,Centre-Val de Loire,1546.536666,1539.292466,1504.50882,1419.838467,1331.949176,1228.411544,1210.047413,1202.749939,1228.050253,1261.294025,1351.755152,1600.707754,1923.009789,1861.110063,1849.080752,1821.888772,1793.181519,1747.873435,1664.573227,1569.162337,1523.7398,1501.536216,1530.594135,1539.743449,36750.635169,Définitif,False
2018-12-23,GRTgaz,GRD/ELD,Bourgogne-Franche-Comté,2200.130536,2169.603322,2111.615816,1995.81076,1812.973398,1651.770747,1639.161351,1646.254698,1676.57042,1719.902091,1879.177025,2199.118561,2616.273976,2551.864089,2535.709687,2519.398657,2496.256335,2442.911978,2347.173551,2252.164807,2188.351799,2168.347432,2179.771481,2187.58725,51187.899767,Définitif,False
2018-12-23,GRTgaz,GRD/ELD,Bretagne,1834.834081,1813.831258,1754.066842,1668.191137,1551.987515,1454.014751,1455.17196,1459.773047,1477.321128,1536.949996,1635.919674,1887.93996,2028.06039,2006.561621,2001.697915,2023.347518,2052.386339,2029.106533,1934.919002,1845.308473,1793.626189,1759.785227,1780.286565,1821.145849,42606.23297,Définitif,False
2018-12-24,GRTgaz,GRD/ELD,Île-de-France,11038.72161,10851.42132,10477.405707,10278.276599,9760.855806,9326.180874,9399.80236,9646.28637,9885.922369,10267.393644,11037.985271,12496.758035,10890.811012,10628.251579,10498.05582,10847.975303,11010.673396,11022.522899,10733.856486,10276.118516,10144.529003,10090.61941,10601.279825,11091.487935,252303.191149,Définitif,False
2018-12-24,GRTgaz,GRD/ELD,Provence-Alpes-Côte d'Azur,2397.217453,2315.269616,2243.834815,2183.765163,2025.84582,1882.235795,1900.446053,1926.41413,1962.447551,2008.170698,2135.397757,2426.332393,2871.870466,2866.767033,2893.260744,2783.162289,2570.187052,2356.206774,2215.971842,2062.580107,1974.443093,1958.428015,2118.500506,2362.160802,54440.915967,Définitif,False
2018-12-25,GRTgaz,GRD/ELD,Centre-Val de Loire,2454.300728,2494.655863,2482.847833,2472.41394,2332.023386,2217.033026,2232.431824,2292.063913,2358.674476,2453.049544,2603.379349,2908.366907,2829.766338,2757.039251,2751.007967,2750.52903,2627.527786,2470.648698,2235.00997,2025.619135,1955.297632,1996.148964,2197.701396,2414.546164,58312.08312,Définitif,False
2018-12-25,GRTgaz,GRD/ELD,Normandie,3182.131163,3167.449047,3129.883921,3071.773364,2853.917604,2683.479064,2708.762438,2772.15205,2858.732667,2994.592804,3156.393999,3546.201436,3506.791145,3456.770777,3392.790001,3429.2217,3399.099096,3246.099524,3006.628028,2741.305832,2637.85082,2670.696099,2912.216638,3149.277026,73674.216243,Définitif,False
2018-12-25,GRTgaz,GRD/ELD,Grand Est,7619.1732,7549.996181,7452.941051,7224.356978,6492.175398,6069.588464,6117.971059,6210.221398,6335.816117,6593.023679,6986.932232,7863.363036,8236.77884,7971.243192,7926.679869,7972.211142,7819.589019,7545.237314,7010.213735,6580.1078,6452.273916,6620.3069,7232.314721,7594.332125,171476.847366,Définitif,False
2018-12-25,GRTgaz,GRD/ELD,Nouvelle-Aquitaine,1759.240174,1780.918156,1789.236581,1766.804584,1652.952769,1532.616309,1579.149752,1615.323792,1691.873098,1784.78716,1947.610319,2260.06775,1950.73794,1852.851758,1829.618775,1854.544105,1832.747376,1703.518644,1516.179092,1353.001493,1295.046794,1329.318164,1493.256235,1682.757507,40854.158327,Définitif,False
2018-12-26,GRTgaz,GRD/ELD,Bourgogne-Franche-Comté,3870.902966,3801.689298,3710.980532,3595.564999,3301.256699,3078.995348,3094.798107,3123.678858,3232.016972,3346.448072,3524.663482,3885.854246,4176.726574,4179.589021,4215.840212,4211.343694,4203.538219,4145.258238,3976.677621,3814.917999,3763.448394,3725.299706,3847.08548,3914.030879,89740.605616,Définitif,False
2018-12-26,GRTgaz,GRD/ELD,Pays de la Loire,3944.503942,3876.906594,3826.018261,3721.193006,3417.38631,3210.71569,3199.343939,3289.182508,3329.40988,3446.938612,3605.146334,4052.377855,4269.326524,4350.649047,4330.078259,4370.707197,4296.056549,4124.422808,3837.783114,3601.39496,3540.14822,3589.481097,3757.349221,3926.475874,90912.995801,Définitif,False
2018-12-27,GRTgaz,GRD/ELD,Île-de-France,17695.828856,17576.74451,17076.812774,16389.286716,15011.123168,13672.733437,13359.464866,13390.920179,13581.062061,13946.381355,14633.93096,16072.414743,18313.895851,18608.734299,18510.679085,18641.092568,18636.069926,18466.704193,18135.794204,17739.051651,17361.933052,17178.639252,17434.251452,17704.042558,399137.591716,Définitif,False
2018-12-27,GRTgaz,GRD/ELD,Bretagne,3119.835466,3026.957513,2891.154496,2782.031303,2546.839783,2349.33906,2299.956263,2317.177597,2371.275109,2466.592265,2611.301633,2907.406397,3531.377934,3564.284758,3552.185878,3555.43004,3566.646753,3469.642567,3294.189846,3130.697639,3020.473763,2963.30617,3068.581538,3127.93588,71534.619651,Définitif,False
2018-12-28,GRTgaz,GRD/ELD,Centre-Val de Loire,3113.023543,3043.764423,2964.070598,2875.80968,2672.836122,2479.098906,2476.420038,2491.131727,2531.234817,2589.475991,2678.203318,2849.738262,3430.492546,3396.518221,3367.363022,3396.140143,3407.679824,3428.906331,3307.765988,3217.649113,3160.838317,3150.150885,3145.246581,3144.625779,72318.184175,Définitif,False
2018-12-28,GRTgaz,GRD/ELD,Provence-Alpes-Côte d'Azur,3348.1054,3376.078494,3276.820141,3127.195713,2829.734993,2542.669952,2529.689012,2541.320297,2573.207106,2624.120594,2693.644839,2999.39141,3634.921393,3674.556157,3789.318354,3717.138008,3486.056546,3252.754054,3091.304364,2875.709482,2806.299775,2810.856686,2986.775964,3242.218949,73829.887683,Définitif,False
2018-12-29,GRTgaz,GRD/ELD,Bourgogne-Franche-Comté,3636.716216,3631.163773,3555.147952,3397.289057,3122.348724,2888.307361,2857.761333,2898.984253,2948.620288,3013.151485,3109.552225,3348.75699,3881.746666,3883.344803,3917.23274,3910.399328,3909.522724,3886.835615,3764.659494,3663.488962,3588.737737,3589.93229,3641.975165,3672.861163,83718.536344,Définitif,False
2018-12-29,GRTgaz,GRD/ELD,Normandie,2968.722124,2870.353443,2739.160135,2620.435273,2386.826818,2180.021758,2140.0077,2128.120675,2144.325546,2187.353581,2268.192721,2511.805581,3624.608619,3650.888614,3613.180354,3591.805373,3535.952287,3431.224197,3275.234007,3095.282631,2995.995657,2994.684353,2996.793158,2995.345483,68946.320088,Définitif,False
2018-12-30,GRTgaz,GRD/ELD,Île-de-France,11809.287135,11764.644928,11437.23436,10944.156496,9971.194083,9076.179607,8701.282288,8548.035805,8634.555877,8821.348243,9444.075229,10824.200365,12636.90423,12640.266794,12641.177668,12831.298719,12820.259177,12700.763627,12469.116546,12053.278834,11713.176767,11421.66261,11499.149852,11629.161556,267032.410796,Définitif,False
2018-12-30,GRTgaz,GRD/ELD,Bretagne,2263.669741,2223.396403,2138.858554,2062.616198,1904.832303,1761.772238,1752.417003,1749.812674,1774.072006,1834.717989,1977.759062,2229.45707,2417.339032,2423.079695,2422.889048,2422.275627,2427.332244,2399.503226,2316.15237,2233.264021,2175.858111,2166.584335,2181.37996,2233.368465,51492.407375,Définitif,False
2018-12-31,GRTgaz,GRD/ELD,Bourgogne-Franche-Comté,3197.861797,3056.922432,2914.487311,2786.168608,2509.766232,2357.393318,2342.223714,2363.13934,2397.280502,2477.336134,2627.515487,2959.600144,3914.785582,3801.198241,3731.368201,3725.312378,3664.400875,3612.543075,3464.042752,3334.011951,3285.840709,3267.864626,3250.189443,3263.36424,74304.617092,Définitif,False
